transaction_id,customer_id,timestamp,amount_usd,transaction_type,channel,origin_country,destination_country,scenario,known_suspicious,rule_risk_score,ml_risk_probability,ml_risk_score,customer_risk_score,cdd_risk_component,final_aml_risk_score,final_aml_risk_level,aml_alert,alert_priority,alert_type,model_rule_agreement,primary_risk_driver,alert_reason,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values,investigation_recommendation
SCN00790014,CUST000079,2025-10-28 14:00:00,7935.01,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.9999999501299988,99.99999501299988,33.33333333333333,25,82.49999800519996,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00790017,CUST000079,2025-10-28 17:00:00,11948.94,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.999999910068718,99.9999910068718,33.33333333333333,25,82.49999640274872,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00640010,CUST000064,2025-10-24 10:00:00,7974.04,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.9999998346182248,99.99998346182248,33.33333333333333,25,82.499993384729,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00790012,CUST000079,2025-10-28 12:00:00,6429.29,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.9999997245968776,99.99997245968775,33.33333333333333,25,82.49998898387511,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00790015,CUST000079,2025-10-28 15:00:00,5531.22,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.9999996017481888,99.99996017481888,33.33333333333333,25,82.49998406992756,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00640011,CUST000064,2025-10-24 11:00:00,6385.54,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.999999448379541,99.9999448379541,33.33333333333333,25,82.49997793518165,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00640018,CUST000064,2025-10-24 18:00:00,5100.8,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.99999943681582,99.99994368158201,33.33333333333333,25,82.4999774726328,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00790010,CUST000079,2025-10-28 10:00:00,5747.83,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.999999227672848,99.9999227672848,33.33333333333333,25,82.49996910691392,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00640004,CUST000064,2025-10-24 04:00:00,10916.66,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.9999991833434324,99.99991833434323,33.33333333333333,25,82.49996733373729,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00640012,CUST000064,2025-10-24 12:00:00,5175.09,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.999998528759842,99.9998528759842,33.33333333333333,25,82.49994115039368,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00790007,CUST000079,2025-10-28 07:00:00,5261.43,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,100,0.9999958983522806,99.99958983522806,33.33333333333333,25,82.49983593409124,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,RULE_ENGINE,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
SCN00640000,CUST000064,2025-10-24 00:00:00,9173.74,P2P_TRANSFER,Online Banking,United States,United States,FUNNEL_ACCOUNT,1,80,0.9999855207794572,99.99855207794572,33.33333333333333,25,75.4994208311783,CRITICAL,1,P1,FUNNEL_ACCOUNT,STRONG_AGREEMENT,ML_MODEL,High rule-engine risk; High ML suspiciousness score; Adverse media indicator,,,,,"URGENT INVESTIGATION - Review transaction activity, customer profile, counterparties and relevant KYC/CDD information."
TXN00063256,CUST004909,2025-11-25 09:04:00,577.51,CASH_WITHDRAWAL,Branch,United States,United States,NORMAL,0,100,3.807986486768026e-11,3.807986486768026e-09,66.66666666666666,85,53.5000000015232,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator; Behavioral model drivers: transaction_month | transaction_hour | log_amount,transaction_month | transaction_hour | log_amount,1.928612 | 1.539802 | 1.454437,cash_ratio_24h | high_customer_risk | channel_transaction_ratio,-1.796937 | -1.231971 | -0.939229,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00092156,CUST001186,2025-01-31 13:30:00,7549.79,WIRE,Online Banking,Turkey,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00000537,CUST004435,2025-03-02 04:39:00,3022.27,ATM,Online Banking,United States,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00051542,CUST004909,2025-01-15 03:20:00,47.78,CASH_WITHDRAWAL,Mobile App,Nigeria,Mexico,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00113653,CUST004909,2025-01-27 18:30:00,174.21,CASH_DEPOSIT,Online Banking,United States,Singapore,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00106401,CUST004909,2025-01-28 19:00:00,126.28,ACH,Mobile App,United States,Mexico,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00063591,CUST004909,2025-03-06 19:51:00,85.09,ACH,ATM,United States,Canada,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00029062,CUST004909,2025-04-13 05:40:00,1791.41,ACH,Online Banking,Mexico,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00031997,CUST004909,2025-04-16 11:48:00,158.01,CARD_PAYMENT,Mobile App,United States,Germany,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00089278,CUST004909,2025-05-05 04:56:00,853.12,CASH_WITHDRAWAL,Mobile App,Nigeria,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00014978,CUST004909,2025-05-12 21:19:00,75.79,WIRE,Mobile App,UAE,Germany,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00098289,CUST004909,2025-06-09 20:54:00,3183.54,ACH,Branch,United States,India,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00015198,CUST004909,2025-07-25 23:44:00,136.06,ACH,Mobile App,United States,United Kingdom,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00106542,CUST004909,2025-07-31 07:08:00,777.59,CARD_PAYMENT,Branch,Singapore,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00074573,CUST004909,2025-08-05 09:33:00,298.07,WIRE,ATM,Turkey,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00074996,CUST004909,2025-09-05 00:36:00,100.71,WIRE,Mobile App,Hong Kong,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00099770,CUST004909,2025-10-08 09:13:00,834.75,CASH_DEPOSIT,Online Banking,Canada,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00050223,CUST004909,2025-10-14 00:20:00,855.06,CASH_DEPOSIT,Branch,United States,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,85,53.5,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator; Behavioral model drivers: transaction_hour | log_amount | is_night_transaction,transaction_hour | log_amount | is_night_transaction,5.454554 | 2.341984 | 1.509443,cash_ratio_24h | high_customer_risk | channel_transaction_ratio,-1.796937 | -1.231971 | -0.939229,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00073121,CUST004909,2025-11-19 21:43:00,1237.68,CARD_PAYMENT,Mobile App,United States,United States,NORMAL,0,95,1.0815576889948181e-10,1.081557688994818e-08,66.66666666666666,85,51.75000000432623,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00117395,CUST001186,2025-11-14 15:48:00,516.89,CARD_PAYMENT,Online Banking,Mexico,United States,NORMAL,0,95,5.391447757560302e-13,5.391447757560302e-11,66.66666666666666,85,51.750000000021565,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00022946,CUST004435,2025-10-31 22:34:00,391.65,ACH,Mobile App,United States,United Kingdom,NORMAL,0,95,3.2622729087367126e-14,3.2622729087367128e-12,66.66666666666666,85,51.75000000000131,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00086123,CUST004435,2025-11-11 07:42:00,52.03,ACH,Branch,India,United States,NORMAL,0,95,4.1776349813784144e-15,4.1776349813784143e-13,66.66666666666666,85,51.75000000000017,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator; Behavioral model drivers: transaction_hour | transaction_month | amount_vs_customer_average,transaction_hour | transaction_month | amount_vs_customer_average,2.409747 | 1.928612 | 0.301685,log_amount | international_ratio_24h | pep_flag,-3.957566 | -1.361817 | -1.343559,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00026620,CUST004435,2025-10-23 12:34:00,38.1,P2P_TRANSFER,Online Banking,United States,Germany,NORMAL,0,95,1.2687414638019198e-15,1.2687414638019197e-13,66.66666666666666,85,51.75000000000005,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00060897,CUST001186,2025-12-24 21:16:00,52.77,ACH,Online Banking,United States,Canada,NORMAL,0,95,4.201408065620124e-16,4.201408065620124e-14,66.66666666666666,85,51.750000000000014,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00024859,CUST001186,2025-02-19 16:49:00,260.53,CARD_PAYMENT,Online Banking,Turkey,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00021919,CUST001186,2025-04-17 07:33:00,2530.86,CASH_DEPOSIT,Branch,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00043617,CUST001186,2025-05-03 05:30:00,144.57,ACH,Branch,United States,Hong Kong,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00115692,CUST001186,2025-07-12 17:39:00,622.3,ACH,Mobile App,Singapore,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00006852,CUST001186,2025-07-14 04:29:00,121.85,WIRE,Online Banking,Canada,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00035545,CUST001186,2025-08-24 06:38:00,364.82,ACH,Mobile App,United States,Canada,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00108725,CUST004435,2025-01-23 04:45:00,404.82,INTERNATIONAL_WIRE,Mobile App,UAE,Mexico,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator; Behavioral model drivers: transaction_hour | is_night_transaction | log_amount,transaction_hour | is_night_transaction | log_amount,3.714664 | 1.509443 | 0.651455,transaction_month | international_ratio_24h | pep_flag,-2.821663 | -1.361817 | -1.343559,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00082245,CUST004435,2025-01-25 18:15:00,924.48,CASH_DEPOSIT,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00117268,CUST004435,2025-03-17 11:53:00,237.01,P2P_TRANSFER,Branch,India,Hong Kong,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00070416,CUST004435,2025-10-13 13:12:00,171.86,ACH,Online Banking,Brazil,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
