customer_id,total_transactions,total_transaction_value,average_transaction_value,maximum_transaction_value,total_red_flags,maximum_rule_score,alert_count,customer_risk_level
CUST000058,42,591183.92,14075.80761904762,43263.31,203,100,42,CRITICAL
CUST000059,50,565180.26,11303.6052,40197.28,222,100,50,CRITICAL
CUST000060,45,182501.66999999998,4055.5926666666664,11264.85,221,100,45,CRITICAL
CUST000061,42,173763.22,4137.219523809524,11302.64,172,100,42,CRITICAL
CUST000062,40,170489.32,4262.233,11006.75,195,100,40,CRITICAL
CUST000063,40,194771.49,4869.287249999999,11990.26,181,100,40,CRITICAL
CUST000064,45,147597.41999999998,3279.9426666666664,10916.66,198,100,45,CRITICAL
CUST000065,47,177763.39,3782.199787234043,11855.44,170,100,47,CRITICAL
CUST000066,43,160600.83000000002,3734.9030232558143,11750.35,161,100,43,CRITICAL
CUST000067,54,166593.82,3085.070740740741,11563.98,185,100,54,CRITICAL
CUST000068,39,197655.5,5068.089743589743,11893.88,175,100,39,CRITICAL
CUST000069,44,168472.65,3828.9238636363634,11630.19,165,100,44,CRITICAL
CUST000070,51,188388.6,3693.894117647059,11790.4,195,100,51,CRITICAL
CUST000071,38,178779.61,4704.726578947368,11874.41,144,100,38,CRITICAL
CUST000072,43,170336.54,3961.3148837209305,11753.47,154,100,43,CRITICAL
CUST000073,41,188188.55,4589.964634146341,11807.3,165,100,41,CRITICAL
CUST000074,50,186622.81,3732.4562,11891.72,183,100,50,CRITICAL
CUST000075,44,167677.31,3810.8479545454543,11648.76,171,100,44,CRITICAL
CUST000076,35,187358.32,5353.094857142857,11957.54,147,100,35,CRITICAL
CUST000077,38,175725.57,4624.357105263158,11534.6,158,100,38,CRITICAL
CUST000078,43,172618.06,4014.373488372093,11896.05,159,100,43,CRITICAL
CUST000079,43,179789.93,4181.161162790698,11948.94,209,100,43,CRITICAL
CUST000080,42,189661.54,4515.750952380952,11339.59,169,100,42,CRITICAL
CUST000081,38,168900.75,4444.756578947368,11278.65,180,100,38,CRITICAL
CUST000082,36,145452.06,4040.335,10133.84,134,100,36,CRITICAL
CUST000083,47,158016.3,3362.0489361702125,11709.98,172,100,47,CRITICAL
CUST000084,41,163413.87,3985.7041463414635,10853.78,153,100,41,CRITICAL
CUST000085,42,398260.49,9482.39261904762,29631.58,214,100,42,CRITICAL
CUST000086,45,403059.5,8956.877777777778,29772.96,224,100,45,CRITICAL
CUST000087,43,395933.85,9207.763953488371,28644.43,198,100,43,CRITICAL
CUST000088,36,442597.03,12294.361944444445,29736.52,202,100,36,CRITICAL
CUST000089,39,414279.77999999997,10622.558461538461,29303.57,187,100,39,CRITICAL
CUST000090,50,406280.49,8125.6098,29779.45,230,100,50,CRITICAL
CUST000091,47,380156.33,8088.43255319149,29806.69,226,100,47,CRITICAL
CUST000092,39,445873.35,11432.65,29968.16,210,100,39,CRITICAL
CUST000093,38,426823.36,11232.193684210526,29048.43,181,100,38,CRITICAL
CUST000094,36,383758.12,10659.947777777777,27575.79,173,100,36,CRITICAL
CUST000095,52,392716.41,7552.238653846153,29785.0,241,100,52,CRITICAL
CUST000096,50,379693.9,7593.878000000001,29965.37,231,100,50,CRITICAL
CUST000097,43,436362.83,10147.972790697675,29996.67,253,100,43,CRITICAL
CUST000098,45,366619.82,8147.107111111111,29846.08,200,100,45,CRITICAL
CUST000099,39,420325.44,10777.575384615384,29728.94,168,100,20,CRITICAL
CUST000100,45,418778.93,9306.198444444444,29232.88,214,100,45,CRITICAL
CUST000101,40,367732.14999999997,9193.30375,29417.67,202,100,40,CRITICAL
CUST000102,41,434594.32,10599.861463414634,29983.94,200,100,41,CRITICAL
CUST000103,44,442995.73,10068.084772727272,29129.68,217,100,44,CRITICAL
CUST000104,44,426367.45,9690.16931818182,28955.63,219,100,44,CRITICAL
CUST000105,45,425901.35,9464.474444444444,28952.25,206,100,45,CRITICAL
CUST000106,51,413131.38,8100.615294117647,29027.25,225,100,51,CRITICAL
CUST000107,49,408936.57,8345.644285714287,29010.75,218,100,49,CRITICAL
CUST000108,47,429973.91000000003,9148.381063829787,29408.65,212,100,47,CRITICAL
CUST000109,40,403431.06,10085.7765,27056.53,188,100,40,CRITICAL
CUST000110,45,152605.62,3391.236,17158.66,142,100,45,CRITICAL
CUST000111,54,135974.91,2518.053888888889,10008.24,160,100,54,CRITICAL
CUST000112,41,125286.32,3055.7639024390246,9167.09,147,100,41,CRITICAL
CUST000113,35,108181.0,3090.885714285714,9301.02,109,100,35,CRITICAL
CUST000114,39,131124.36,3362.1630769230765,9390.13,130,100,39,CRITICAL
CUST000115,46,136876.12,2975.5678260869563,8850.56,158,100,46,CRITICAL
CUST000116,40,114731.95999999999,2868.299,9790.43,134,100,40,CRITICAL
CUST000117,38,129904.92,3418.5505263157893,9773.82,129,100,38,CRITICAL
CUST000118,40,148824.24,3720.6059999999998,9989.58,143,100,40,CRITICAL
CUST000119,44,144273.12,3278.9345454545455,9798.7,159,100,44,CRITICAL
CUST000120,38,146811.1,3863.4500000000003,9907.41,140,100,38,CRITICAL
CUST000121,37,112657.9,3044.808108108108,8804.62,120,95,37,CRITICAL
CUST000122,42,131271.82,3125.519523809524,9940.47,147,100,42,CRITICAL
CUST000123,41,116222.92,2834.7053658536583,8220.0,136,100,41,CRITICAL
CUST000124,46,147932.05,3215.9141304347822,16143.81,157,100,46,CRITICAL
CUST000125,49,169166.91,3452.385918367347,9501.94,188,100,49,CRITICAL
CUST000126,44,142409.88,3236.588181818182,9390.63,158,100,44,CRITICAL
CUST000127,42,131266.55,3125.3940476190473,9901.43,143,100,42,CRITICAL
CUST000128,46,152620.47,3317.836304347826,9994.52,168,100,46,CRITICAL
CUST000129,39,143442.29,3678.007435897436,9835.53,149,100,39,CRITICAL
CUST000130,51,149564.96,2932.646274509804,9526.45,162,100,51,CRITICAL
CUST000131,45,129799.97,2884.443777777778,9443.36,156,100,45,CRITICAL
CUST000132,38,132115.67,3476.7281578947373,8673.66,126,100,38,CRITICAL
CUST000133,45,137094.18,3046.537333333333,9682.01,138,100,45,CRITICAL
CUST000134,46,133752.76,2907.668695652174,9994.41,146,100,46,CRITICAL
CUST000135,40,210221.81,5255.54525,14962.66,144,100,40,CRITICAL
CUST000136,37,172413.63999999998,4659.828108108108,14484.41,124,100,37,CRITICAL
CUST000137,44,213219.92,4845.907272727273,14229.48,165,100,44,CRITICAL
CUST000138,37,194374.26,5253.358378378379,14729.27,162,100,37,CRITICAL
CUST000139,48,204690.34,4264.382083333333,14998.91,181,100,48,CRITICAL
CUST000140,40,160813.72,4020.343,13755.65,148,100,40,CRITICAL
CUST000141,41,191360.43,4667.327560975609,14911.4,139,100,41,CRITICAL
CUST000142,41,171240.05,4176.586585365853,14745.1,137,100,41,CRITICAL
CUST000143,45,193427.21,4298.382444444444,13504.13,176,100,45,CRITICAL
CUST000144,39,151660.09,3888.7202564102563,14859.41,121,85,39,CRITICAL
CUST000145,45,170218.12,3782.6248888888886,14210.75,153,100,45,CRITICAL
CUST000146,43,179728.69,4179.736976744186,20661.74,151,100,43,CRITICAL
CUST000147,47,187861.41,3997.0512765957446,13706.29,194,100,47,CRITICAL
CUST000148,42,178762.26,4256.244285714286,14786.93,146,100,42,CRITICAL
CUST000149,43,170079.36,3955.3339534883717,14450.63,137,100,43,CRITICAL
CUST000150,40,176747.78,4418.6945,14646.29,152,100,40,CRITICAL
CUST000151,57,179364.24,3146.741052631579,13456.03,192,95,57,CRITICAL
CUST000152,39,185319.85,4751.791025641026,14964.14,135,100,39,CRITICAL
CUST000153,49,183173.12,3738.22693877551,14830.64,171,95,49,CRITICAL
CUST000154,44,153032.77,3478.0175,13708.55,144,95,44,CRITICAL
CUST000155,41,185090.04,4514.391219512196,14886.5,141,100,41,CRITICAL
CUST000156,53,183730.83,3466.619433962264,14148.26,182,100,53,CRITICAL
CUST000157,45,171683.94,3815.1986666666667,14931.49,162,100,45,CRITICAL
CUST000158,43,162891.45,3788.173255813954,14775.73,142,100,43,CRITICAL
CUST000159,42,179819.68,4281.420952380952,14945.95,146,100,42,CRITICAL
CUST000160,32,20995.63,656.1134375,4682.57,82,40,32,MEDIUM
CUST000161,16,8122.58,507.66125,1411.1,41,40,16,MEDIUM
CUST000162,24,26151.059999999998,1089.6274999999998,7300.87,69,55,24,HIGH
CUST000163,19,10915.65,574.5078947368421,2429.44,47,35,19,MEDIUM
CUST000164,17,9246.18,543.8929411764706,1496.68,47,40,17,MEDIUM
CUST000165,29,18234.66,628.7813793103448,3508.63,75,40,29,MEDIUM
CUST000166,24,13572.289999999999,565.5120833333333,2888.73,60,40,24,MEDIUM
CUST000167,28,18188.1,649.5749999999999,2501.26,79,40,28,MEDIUM
CUST000168,31,23901.32,771.0103225806452,4189.05,84,40,31,MEDIUM
CUST000169,28,23997.13,857.0403571428571,4202.75,72,40,28,MEDIUM
CUST000170,24,11875.91,494.82958333333335,2034.67,63,40,24,MEDIUM
CUST000171,22,42894.45,1949.7477272727272,21527.75,64,70,22,CRITICAL
CUST000172,33,19389.14,587.5496969696969,2058.71,90,40,33,MEDIUM
CUST000173,25,18413.22,736.5288,2047.26,69,40,25,MEDIUM
CUST000174,18,11700.17,650.0094444444444,4057.29,47,40,18,MEDIUM
CUST000175,32,26352.210000000003,823.5065625000001,6371.21,84,60,32,HIGH
CUST000176,24,16103.380000000001,670.9741666666667,3581.4,62,40,24,MEDIUM
CUST000177,16,6093.15,380.821875,1261.73,42,35,16,MEDIUM
CUST000178,27,19857.66,735.4688888888888,3576.86,69,40,27,MEDIUM
CUST000179,10,10899.12,1089.912,3890.28,29,40,10,MEDIUM
CUST000180,19,9317.98,490.41999999999996,2089.39,55,40,19,MEDIUM
CUST000181,19,15277.22,804.0642105263157,3980.64,47,40,19,MEDIUM
CUST000182,23,6999.02,304.3052173913044,1394.44,66,40,23,MEDIUM
CUST000183,17,14050.8,826.5176470588235,5779.9,46,50,17,HIGH
CUST000184,16,6737.08,421.0675,2156.18,44,40,16,MEDIUM
CUST000185,24,23455.79,977.3245833333334,6275.87,61,50,24,HIGH
CUST000186,25,15043.27,601.7308,3249.81,63,40,25,MEDIUM
CUST000187,23,14645.0,636.7391304347826,5787.51,64,50,23,HIGH
CUST000188,24,19577.96,815.7483333333333,6011.94,65,65,24,HIGH
CUST000189,30,21425.85,714.1949999999999,3053.73,76,40,30,MEDIUM
CUST000190,14,10974.89,783.9207142857142,2895.72,38,35,14,MEDIUM
CUST000191,33,22497.079999999998,681.7296969696969,3103.61,89,40,33,MEDIUM
CUST000192,19,19925.96,1048.7347368421051,6792.66,50,50,19,HIGH
CUST000193,26,20621.06,793.1176923076923,3714.47,99,55,26,HIGH
CUST000194,19,19721.35,1037.965789473684,4799.01,53,40,19,MEDIUM
CUST000195,29,31627.66,1090.6089655172414,5033.55,79,55,29,HIGH
CUST000196,28,22099.08,789.2528571428572,3721.09,79,40,28,MEDIUM
CUST000197,21,11712.05,557.7166666666666,4850.34,58,40,21,MEDIUM
CUST000198,26,23692.63,911.255,5674.6,99,65,26,HIGH
CUST000199,21,15207.33,724.1585714285715,6809.28,55,70,21,CRITICAL
CUST000200,18,11018.73,612.1516666666666,2132.01,51,40,18,MEDIUM
CUST000201,31,34006.74,1096.9916129032258,6892.99,83,50,31,HIGH
CUST000202,22,16609.75,754.9886363636364,4812.63,66,40,22,MEDIUM
CUST000203,16,13530.279999999999,845.6424999999999,4691.59,40,35,16,MEDIUM
CUST000204,25,16852.78,674.1111999999999,2196.04,65,40,25,MEDIUM
CUST000205,25,28345.09,1133.8036,6356.2,68,55,25,HIGH
CUST000206,23,17776.32,772.8834782608695,3270.94,63,40,23,MEDIUM
CUST000207,24,22736.59,947.3579166666667,3006.48,64,40,24,MEDIUM
CUST000208,21,17390.98,828.1419047619047,4443.13,59,40,21,MEDIUM
CUST000209,24,19021.13,792.5470833333334,7956.46,65,55,24,HIGH
CUST000210,20,8297.04,414.85200000000003,1033.04,52,35,20,MEDIUM
CUST000211,24,13676.939999999999,569.8725,5552.23,87,65,24,HIGH
CUST000212,30,44093.5,1469.7833333333333,14720.86,82,50,30,HIGH
CUST000213,21,15842.65,754.4119047619048,4119.29,56,40,21,MEDIUM
CUST000214,32,25245.989999999998,788.9371874999999,5045.55,83,55,32,HIGH
CUST000215,28,19836.36,708.4414285714286,4135.23,76,40,28,MEDIUM
CUST000216,24,15405.99,641.91625,2607.49,64,40,24,MEDIUM
CUST000217,31,12658.91,408.351935483871,2442.0,82,35,31,MEDIUM
CUST000218,35,23929.69,683.7054285714286,3910.9,92,40,35,MEDIUM
CUST000219,25,12532.26,501.29040000000003,2079.93,65,40,25,MEDIUM
CUST000220,20,14415.42,720.771,2088.43,53,40,20,MEDIUM
CUST000221,20,11766.96,588.348,3762.03,47,35,20,MEDIUM
CUST000222,29,16233.44,559.7737931034483,2226.1,84,40,29,MEDIUM
CUST000223,27,14775.46,547.2392592592593,2393.56,70,40,27,MEDIUM
CUST000224,29,20317.49,700.6031034482759,3289.6,75,35,29,MEDIUM
CUST000225,27,15389.86,569.9948148148148,2337.98,71,40,27,MEDIUM
CUST000226,28,22038.940000000002,787.1050000000001,5976.92,76,50,28,HIGH
CUST000227,23,18209.88,791.7339130434783,4024.44,65,40,23,MEDIUM
CUST000228,19,9246.21,486.6426315789473,2123.6,51,40,19,MEDIUM
CUST000229,26,20843.39,801.6688461538462,9827.85,72,70,26,CRITICAL
CUST000230,29,20597.09,710.2444827586207,5082.43,85,55,29,HIGH
CUST000231,31,14173.2,457.20000000000005,2272.97,79,40,31,MEDIUM
CUST000232,22,17726.399999999998,805.7454545454544,4271.11,55,40,22,MEDIUM
CUST000233,30,18862.08,628.7360000000001,2316.59,84,40,30,MEDIUM
CUST000234,30,19433.72,647.7906666666667,2845.77,78,40,30,MEDIUM
CUST000235,19,19776.22,1040.8536842105264,5316.72,54,65,19,HIGH
CUST000236,28,29979.26,1070.6878571428572,10175.99,74,50,28,HIGH
CUST000237,23,41332.38,1797.06,21507.53,61,60,23,HIGH
CUST000238,28,25292.7,903.3107142857143,8438.93,76,80,28,CRITICAL
CUST000239,20,24356.98,1217.849,9243.11,56,65,20,HIGH
CUST000240,19,17333.23,912.2752631578948,5245.69,54,55,19,HIGH
CUST000241,15,10220.119999999999,681.3413333333333,2864.39,36,40,15,MEDIUM
CUST000242,22,9329.64,424.07454545454544,1982.74,53,35,22,MEDIUM
CUST000243,21,9748.89,464.23285714285714,2096.38,57,40,21,MEDIUM
CUST000244,29,34012.2,1172.8344827586207,13393.22,81,55,29,HIGH
CUST000245,30,16075.75,535.8583333333333,2907.27,83,40,30,MEDIUM
CUST000246,23,19740.02,858.2617391304348,8290.76,59,65,23,HIGH
CUST000247,18,12701.69,705.6494444444445,2641.17,73,50,18,HIGH
CUST000248,22,23698.77,1077.216818181818,7226.3,60,55,22,HIGH
CUST000249,18,22536.41,1252.0227777777777,7992.17,48,55,18,HIGH
CUST000250,22,35108.04,1595.82,15170.32,65,55,22,HIGH
CUST000251,23,30793.23,1338.8360869565217,10194.98,70,85,23,CRITICAL
CUST000252,19,26393.13,1389.112105263158,8931.93,55,65,19,HIGH
CUST000253,28,21895.98,781.9992857142857,6311.08,76,55,28,HIGH
CUST000254,24,23868.65,994.5270833333334,3813.83,65,40,24,MEDIUM
CUST000255,16,19526.82,1220.42625,6620.64,47,50,16,HIGH
CUST000256,24,11194.26,466.4275,1384.63,58,40,24,MEDIUM
CUST000257,22,24054.32,1093.3781818181817,9399.62,85,80,22,CRITICAL
CUST000258,25,30162.77,1206.5108,11879.89,61,50,25,HIGH
CUST000259,25,9722.8,388.912,2443.52,64,40,25,MEDIUM
CUST000260,29,19483.48,671.8441379310344,5873.48,85,50,29,HIGH
CUST000261,24,17278.36,719.9316666666667,8269.25,69,65,24,HIGH
CUST000262,19,16838.08,886.2147368421054,3622.24,25,15,0,LOW
CUST000263,25,11025.380000000001,441.01520000000005,1154.93,69,40,25,MEDIUM
CUST000264,28,20666.32,738.0828571428572,2320.44,74,40,28,MEDIUM
CUST000265,18,19448.1,1080.4499999999998,7248.17,47,55,18,HIGH
CUST000266,27,21428.77,793.6581481481481,4282.98,72,40,27,MEDIUM
CUST000267,15,10704.77,713.6513333333334,2720.66,38,40,15,MEDIUM
CUST000268,18,12640.5,702.25,2954.52,47,40,18,MEDIUM
CUST000269,31,19787.02,638.2909677419354,2696.95,86,40,31,MEDIUM
CUST000270,24,17402.9,725.1208333333334,8733.2,64,65,24,HIGH
CUST000271,15,8694.69,579.6460000000001,2913.56,40,40,15,MEDIUM
CUST000272,27,19732.46,730.8318518518519,2196.61,72,40,27,MEDIUM
CUST000273,27,12247.87,453.62481481481484,3422.23,80,40,27,MEDIUM
CUST000274,34,17187.3,505.50882352941176,3071.96,92,40,34,MEDIUM
CUST000275,23,13035.82,566.7747826086957,2249.77,62,40,23,MEDIUM
CUST000276,23,14623.81,635.8178260869565,3443.13,66,40,23,MEDIUM
CUST000277,18,7285.360000000001,404.74222222222227,2248.07,50,40,18,MEDIUM
CUST000278,22,12365.01,562.045909090909,2683.72,58,40,22,MEDIUM
CUST000279,21,13065.84,622.1828571428572,2850.24,52,40,21,MEDIUM
CUST000280,25,37278.549999999996,1491.1419999999998,15533.55,73,70,25,CRITICAL
CUST000281,26,21380.18,822.3146153846154,2952.88,62,40,26,MEDIUM
CUST000282,27,23965.84,887.6237037037037,13181.11,75,70,27,CRITICAL
CUST000283,34,17330.52,509.72117647058826,3459.5,91,35,34,MEDIUM
CUST000284,17,18365.64,1080.3317647058823,7546.87,52,55,17,HIGH
CUST000285,24,17750.16,739.59,3659.53,68,40,24,MEDIUM
CUST000286,18,18682.28,1037.9044444444444,6455.59,50,55,18,HIGH
CUST000287,15,11122.32,741.4879999999999,2543.97,41,35,15,MEDIUM
CUST000288,31,33930.75,1094.5403225806451,10956.58,86,55,31,HIGH
CUST000289,22,18015.14,818.87,4167.84,58,35,22,MEDIUM
CUST000290,15,4716.0599999999995,314.40399999999994,2047.6,44,40,15,MEDIUM
CUST000291,20,9713.83,485.6915,2168.26,58,40,20,MEDIUM
CUST000292,27,18214.28,674.6029629629629,5079.49,76,55,27,HIGH
CUST000293,29,24315.89,838.4789655172414,7648.02,75,70,29,CRITICAL
CUST000294,17,8001.820000000001,470.6952941176471,2432.04,42,35,17,MEDIUM
CUST000295,27,14459.29,535.5292592592593,2046.07,79,40,27,MEDIUM
CUST000296,26,20655.32,794.4353846153846,5255.23,70,55,26,HIGH
CUST000297,23,16644.41,723.67,5304.3,61,50,23,HIGH
CUST000298,28,17302.829999999998,617.9582142857142,4756.73,74,40,28,MEDIUM
CUST000299,21,7760.12,369.5295238095238,1972.61,55,40,21,MEDIUM
CUST000300,27,19382.55,717.8722222222221,4032.23,71,40,27,MEDIUM
CUST000301,22,10150.720000000001,461.3963636363637,1553.67,86,50,22,HIGH
CUST000302,28,31764.010000000002,1134.4289285714287,13457.06,78,55,28,HIGH
CUST000303,28,23113.72,825.49,2886.76,104,55,28,HIGH
CUST000304,29,41551.5,1432.8103448275863,24375.21,82,65,29,HIGH
CUST000305,33,29799.08,903.0024242424242,6401.7,90,55,33,HIGH
CUST000306,17,4403.8099999999995,259.0476470588235,972.56,49,40,17,MEDIUM
CUST000307,25,21754.01,870.1604,5149.37,66,65,25,HIGH
CUST000308,22,10961.84,498.26545454545453,2159.1,60,40,22,MEDIUM
CUST000309,16,8075.6900000000005,504.73062500000003,1620.06,42,35,16,MEDIUM
CUST000310,25,11030.98,441.2392,2146.5,67,40,25,MEDIUM
CUST000311,28,19460.98,695.035,5099.45,73,55,28,HIGH
CUST000312,19,19459.739999999998,1024.1968421052632,5616.0,59,55,19,HIGH
CUST000313,26,16457.7,632.9884615384616,3015.95,67,40,26,MEDIUM
CUST000314,24,24878.77,1036.6154166666668,4425.89,63,35,24,MEDIUM
CUST000315,28,12514.73,446.95464285714286,1892.76,73,40,28,MEDIUM
CUST000316,33,18787.579999999998,569.320606060606,2648.06,93,40,33,MEDIUM
CUST000317,28,19670.17,702.5060714285713,3073.2,72,40,28,MEDIUM
CUST000318,22,14676.39,667.1086363636364,2528.44,60,40,22,MEDIUM
CUST000319,24,20751.55,864.6479166666667,3130.67,65,40,24,MEDIUM
CUST000320,22,15243.77,692.8986363636363,3110.45,59,40,22,MEDIUM
CUST000321,17,13055.16,767.9505882352942,5536.98,49,50,17,HIGH
CUST000322,25,20008.53,800.3412,7868.25,68,55,25,HIGH
CUST000323,24,20354.59,848.1079166666667,4834.77,82,50,24,HIGH
CUST000324,25,9425.75,377.03,1353.66,65,40,25,MEDIUM
CUST000325,22,19906.38,904.8354545454546,3794.04,53,40,22,MEDIUM
CUST000326,21,12026.84,572.7066666666667,2090.5,57,40,21,MEDIUM
CUST000327,27,31418.239999999998,1163.6385185185184,10303.98,72,65,27,HIGH
CUST000328,23,11866.85,515.95,1832.21,58,40,23,MEDIUM
CUST000329,25,20753.16,830.1264,5869.86,70,50,25,HIGH
CUST000330,30,19592.63,653.0876666666667,3780.17,78,40,30,MEDIUM
CUST000331,21,12640.02,601.9057142857143,3379.31,56,40,21,MEDIUM
CUST000332,20,18261.08,913.0540000000001,5564.36,55,65,20,HIGH
CUST000333,32,25517.81,797.4315625,4909.91,87,40,32,MEDIUM
CUST000334,19,6035.1900000000005,317.64157894736843,929.74,51,35,19,MEDIUM
CUST000335,26,27756.24,1067.5476923076924,4799.26,96,55,26,HIGH
CUST000336,22,17620.989999999998,800.9540909090908,4448.23,53,35,22,MEDIUM
CUST000337,18,9192.06,510.66999999999996,1443.98,49,40,18,MEDIUM
CUST000338,26,12152.27,467.39500000000004,1970.83,68,40,26,MEDIUM
CUST000339,21,12009.76,571.8933333333333,4175.46,55,45,21,MEDIUM
CUST000340,23,14618.55,635.5891304347825,2350.09,63,40,23,MEDIUM
CUST000341,26,16398.36,630.7061538461538,3338.61,68,40,26,MEDIUM
CUST000342,24,17331.97,722.1654166666667,7120.28,67,55,24,HIGH
CUST000343,21,15384.710000000001,732.6052380952382,4105.1,55,40,21,MEDIUM
CUST000344,15,28761.17,1917.4113333333332,15584.46,42,70,15,CRITICAL
CUST000345,23,19946.28,867.2295652173913,5893.25,61,55,23,HIGH
CUST000346,25,12761.47,510.4588,3207.31,67,40,25,MEDIUM
CUST000347,24,17485.75,728.5729166666666,2407.55,93,50,24,HIGH
CUST000348,17,7908.849999999999,465.22647058823526,1727.77,47,40,17,MEDIUM
CUST000349,16,10905.3,681.58125,2681.67,41,35,16,MEDIUM
CUST000350,19,16942.66,891.718947368421,5289.68,50,55,19,HIGH
CUST000351,21,10072.5,479.64285714285717,2632.65,57,40,21,MEDIUM
CUST000352,36,28828.99,800.8052777777779,4714.18,96,40,36,MEDIUM
CUST000353,27,19308.489999999998,715.1292592592591,3677.3,71,40,27,MEDIUM
CUST000354,23,22610.71,983.0743478260869,6055.01,64,55,23,HIGH
CUST000355,25,13432.6,537.304,2043.89,96,55,25,HIGH
CUST000356,21,17212.27,819.6319047619048,5208.46,57,55,21,HIGH
CUST000357,18,13907.46,772.6366666666667,4088.0,52,40,18,MEDIUM
CUST000358,23,16032.31,697.0569565217392,6979.5,60,50,23,HIGH
CUST000359,33,32209.77,976.0536363636364,11094.1,87,70,33,CRITICAL
