customer_id,transaction_count,alert_count,maximum_aml_risk_score,average_aml_risk_score,maximum_ml_score,maximum_rule_score,pep_indicator,sanctions_indicator,adverse_media_indicator,customer_alert_rate,customer_risk_level
CUST004803,24,11,38.99999999999999,24.781256181689916,0.0002941021113178502,90,0,0,1,0.4583333333333333,MEDIUM
CUST003387,28,28,38.75,28.0000000003861,1.9784122554171993e-08,75,1,0,0,1.0,MEDIUM
CUST001549,23,23,38.75,28.478260869959474,1.2364586701670897e-08,75,1,0,0,1.0,MEDIUM
CUST004188,15,15,38.75,29.41666666666804,5.128300165393767e-11,75,1,0,0,1.0,MEDIUM
CUST001114,27,27,37.75,35.416666667829105,4.299445184188025e-08,65,1,0,1,1.0,MEDIUM
CUST002014,25,16,37.25112108366856,25.490044851257768,0.002802709171398964,85,0,0,1,0.64,MEDIUM
CUST003213,33,22,37.25000046049021,25.371212147151535,1.1512255528521772e-06,85,0,0,1,0.6666666666666666,MEDIUM
CUST003781,30,23,37.24999999999999,25.583333335251464,6.670625457292566e-08,85,0,0,1,0.7666666666666667,MEDIUM
CUST002166,32,19,37.24999999999999,24.835937676990774,1.1976204350487297e-05,85,0,0,1,0.59375,MEDIUM
CUST003628,29,16,37.24999999999999,24.879311798479435,9.881669269547228e-05,85,0,0,1,0.5517241379310345,MEDIUM
CUST002846,23,15,37.24999999999999,25.07608695707163,1.3176179193665895e-08,85,0,0,1,0.6521739130434783,MEDIUM
CUST003347,22,13,37.24999999999999,25.07954545513593,3.247517852561534e-08,85,0,0,1,0.5909090909090909,MEDIUM
CUST003500,21,10,37.24999999999999,24.75000000007126,3.741197153848054e-09,85,0,0,1,0.47619047619047616,MEDIUM
CUST001668,26,26,37.00000000000017,28.115384635078605,1.2622354110859673e-06,70,1,0,0,1.0,MEDIUM
CUST002868,31,31,37.0,27.911290446568184,9.531600137120045e-06,70,1,0,0,1.0,MEDIUM
CUST003739,25,25,37.0,28.390000000621924,3.704622734995188e-08,70,1,0,0,1.0,MEDIUM
CUST002698,23,23,37.0,28.402173913043953,2.3461287449701253e-11,70,1,0,0,1.0,MEDIUM
CUST000721,22,22,37.0,27.931818181900884,3.5687096060311257e-09,70,1,0,0,1.0,MEDIUM
CUST004689,20,20,37.0,28.16250000000003,1.0808921724904478e-12,70,1,0,0,1.0,MEDIUM
CUST000732,28,18,35.5,24.8750000002315,1.4205104597014631e-08,80,0,0,1,0.6428571428571429,MEDIUM
CUST001911,26,17,35.5,24.932692313672966,3.689939964832621e-07,80,0,0,1,0.6538461538461539,MEDIUM
CUST002174,22,16,35.5,25.159090926999387,5.067022778531855e-07,80,0,0,1,0.7272727272727273,MEDIUM
CUST001019,24,15,35.5,25.072916747300713,2.7256315753818654e-06,80,0,0,1,0.625,MEDIUM
CUST001697,22,15,35.5,25.079545496797774,2.2790340067070976e-06,80,0,0,1,0.6818181818181818,MEDIUM
CUST001773,24,24,35.25000000568498,28.614583333705287,1.421246012762301e-08,65,1,0,0,1.0,MEDIUM
CUST001296,30,30,35.25000000182217,27.725008826338367,0.0006612440968685409,65,1,0,0,1.0,MEDIUM
CUST002660,20,20,35.250000001510294,28.250000000086523,3.775734418391293e-09,65,1,0,0,1.0,MEDIUM
CUST000974,23,23,35.250000000318074,27.869565217500334,4.398880456946675e-09,65,1,0,0,1.0,MEDIUM
CUST002629,28,28,35.250000000003176,27.875000001141125,4.531055239818488e-08,65,1,0,0,1.0,MEDIUM
CUST000211,24,24,35.25000000000079,27.812500006173057,2.0736062173175401e-07,65,1,0,0,1.0,MEDIUM
CUST003969,26,26,35.2500000000006,27.84615384618746,2.1827116536284186e-09,65,1,0,0,1.0,MEDIUM
CUST000388,31,31,35.25,27.798387113207912,9.105111300950717e-07,65,1,0,0,1.0,MEDIUM
CUST002719,27,27,35.25,27.990740753233577,4.0697917359047553e-07,65,1,0,0,1.0,MEDIUM
CUST002731,27,27,35.25,27.666666667400023,3.485144421453566e-08,65,1,0,0,1.0,MEDIUM
CUST000198,26,26,35.25,28.317307702402747,6.189348443277637e-07,65,1,0,0,1.0,MEDIUM
CUST001804,26,26,35.25,27.778846154146667,1.942695467068724e-08,65,1,0,0,1.0,MEDIUM
CUST002619,24,24,35.25,27.958333352690833,1.151220660329723e-06,65,1,0,0,1.0,MEDIUM
CUST001340,23,23,35.25,28.630434782622693,8.043895535083814e-10,65,1,0,0,1.0,MEDIUM
CUST002336,22,22,35.25,27.931818181819814,4.9431783001322655e-11,65,1,0,0,1.0,MEDIUM
CUST000540,21,21,35.25,28.16666780784624,5.460746882638341e-05,65,1,0,0,1.0,MEDIUM
CUST002038,20,20,35.25,27.900000009476507,4.7369697323038496e-07,65,1,0,0,1.0,MEDIUM
CUST000011,53,22,35.0,20.88838305226824,2.6745144567664103,100,0,0,0,0.41509433962264153,MEDIUM
CUST000088,36,21,35.0,25.180555563778604,6.889423729686713e-07,100,0,0,0,0.5833333333333334,MEDIUM
CUST000013,47,20,35.0,21.657681915055594,50.98358006323136,100,0,0,0,0.425531914893617,MEDIUM
CUST000014,46,20,35.0,21.995251060591315,0.70373383843118,100,0,0,0,0.43478260869565216,MEDIUM
CUST000017,42,20,35.0,22.333346821662023,0.0013797944088153556,100,0,0,0,0.47619047619047616,MEDIUM
CUST000023,50,20,35.0,20.96519437888595,0.01567733271312,100,0,0,0,0.4,MEDIUM
CUST000028,44,20,35.0,22.331291409064107,15.16738054462442,100,0,0,0,0.45454545454545453,MEDIUM
CUST000031,43,20,35.0,22.54779756563557,0.13300455497321,100,0,0,0,0.46511627906976744,MEDIUM
CUST000032,42,20,35.0,22.833333333452078,1.2468026838938083e-08,100,0,0,0,0.47619047619047616,MEDIUM
CUST000036,45,20,35.0,22.088935831208612,0.005185995994678559,100,0,0,0,0.4444444444444444,MEDIUM
CUST000037,44,20,35.0,21.556819014716385,8.962739398480049e-05,100,0,0,0,0.45454545454545453,MEDIUM
CUST000039,47,20,35.0,21.521285873389402,0.0008822817833908524,100,0,0,0,0.425531914893617,MEDIUM
CUST000043,46,20,35.0,21.30434794537817,1.0947448329715155e-05,100,0,0,0,0.43478260869565216,MEDIUM
CUST000047,46,20,35.0,21.686133507005977,0.15310867545091,100,0,0,0,0.43478260869565216,MEDIUM
CUST000049,38,20,35.0,23.440798580240358,0.0006400449628032764,100,0,0,0,0.5263157894736842,MEDIUM
CUST000050,46,20,35.0,21.798914637749448,0.0001678540577047322,100,0,0,0,0.43478260869565216,MEDIUM
CUST000051,41,20,35.0,22.664634188951613,4.353977015568821e-06,100,0,0,0,0.4878048780487805,MEDIUM
CUST000052,45,20,35.0,22.205555627675544,7.536444413620711e-06,100,0,0,0,0.4444444444444444,MEDIUM
CUST000054,45,20,35.0,21.897139707793535,0.30119224695632,100,0,0,0,0.4444444444444444,MEDIUM
CUST000058,42,20,35.0,22.79166904388211,0.00014548940228976867,100,0,0,0,0.47619047619047616,MEDIUM
CUST000059,50,20,35.0,20.860000420436137,2.0040813400016837e-05,100,0,0,0,0.4,MEDIUM
CUST000092,39,20,35.0,23.96172567949119,0.01659897674478,100,0,0,0,0.5128205128205128,MEDIUM
CUST000095,52,20,35.0,20.645855549702503,2.05138162936607,100,0,0,0,0.38461538461538464,MEDIUM
CUST000102,41,20,35.0,22.71169688948792,0.44320912111121996,100,0,0,0,0.4878048780487805,MEDIUM
CUST000108,47,20,35.0,21.11171517554214,0.0015114104600563551,100,0,0,0,0.425531914893617,MEDIUM
CUST000012,46,19,35.0,21.646746116321935,0.0007277732562138787,100,0,0,0,0.41304347826086957,MEDIUM
CUST000015,44,19,35.0,21.994320529119786,0.00011356354799813366,100,0,0,0,0.4318181818181818,MEDIUM
CUST000016,44,19,35.0,22.19381618207214,0.06975366591234,100,0,0,0,0.4318181818181818,MEDIUM
CUST000018,44,19,35.0,22.128663715392758,3.2539931913784903,100,0,0,0,0.4318181818181818,MEDIUM
CUST000019,41,19,35.0,22.62211618661992,0.01686428876818,100,0,0,0,0.4634146341463415,MEDIUM
CUST000020,50,19,35.0,20.86024631397304,0.0276471327323,100,0,0,0,0.38,MEDIUM
CUST000021,41,19,35.0,23.2223378749068,0.28962928379794,100,0,0,0,0.4634146341463415,MEDIUM
CUST000022,43,19,35.0,22.47578688989131,1.1470906229803302,100,0,0,0,0.4418604651162791,MEDIUM
CUST000024,38,19,35.0,23.58000548990554,0.10035783361629,100,0,0,0,0.5,MEDIUM
CUST000025,45,19,35.0,21.740018458766908,0.12703133673923,100,0,0,0,0.4222222222222222,MEDIUM
CUST000026,40,19,35.0,23.143750202541938,1.1016349915584436e-05,100,0,0,0,0.475,MEDIUM
CUST000027,47,19,35.0,21.37295688028521,0.06576107922127,100,0,0,0,0.40425531914893614,MEDIUM
CUST000033,39,19,35.0,23.42307722081631,2.9029590506720866e-05,100,0,0,0,0.48717948717948717,MEDIUM
CUST000034,41,19,35.0,22.878178366525322,0.007595350654662536,100,0,0,0,0.4634146341463415,MEDIUM
CUST000035,44,19,35.0,21.71591000129407,0.00010006839780521004,100,0,0,0,0.4318181818181818,MEDIUM
CUST000038,48,19,35.0,21.40104167186215,5.720027812607224e-07,100,0,0,0,0.3958333333333333,MEDIUM
CUST000040,45,19,35.0,21.35004059389488,0.0028714804392732736,100,0,0,0,0.4222222222222222,MEDIUM
CUST000044,51,19,35.0,20.039215812981404,1.588486066069913e-05,100,0,0,0,0.37254901960784315,MEDIUM
CUST000053,41,19,35.0,22.79268292689541,6.779377205475213e-09,100,0,0,0,0.4634146341463415,MEDIUM
CUST000055,44,19,35.0,22.073875868839984,0.0011436500579277019,100,0,0,0,0.4318181818181818,MEDIUM
CUST000056,52,19,35.0,20.158685047925115,0.002644194875839176,100,0,0,0,0.36538461538461536,MEDIUM
CUST000057,46,19,35.0,20.69686880524313,0.09681575176398001,100,0,0,0,0.41304347826086957,MEDIUM
CUST000063,40,19,35.0,23.015495679200306,11.01715508942648,100,0,0,0,0.475,MEDIUM
CUST000068,39,19,35.0,22.391025642045296,5.736213018715853e-08,100,0,0,0,0.48717948717948717,MEDIUM
CUST000077,38,19,35.0,22.01434478652467,0.06580564659714,100,0,0,0,0.5,MEDIUM
CUST000085,42,19,35.0,22.70833407195826,7.751389717096256e-05,100,0,0,0,0.4523809523809524,MEDIUM
CUST000086,45,19,35.0,22.244448588602594,0.0004498984165556016,100,0,0,0,0.4222222222222222,MEDIUM
CUST000087,43,19,35.0,21.653646200803387,0.26692931564839,100,0,0,0,0.4418604651162791,MEDIUM
CUST000089,39,19,35.0,23.01992169892062,13.175729174924319,100,0,0,0,0.48717948717948717,MEDIUM
CUST000090,50,19,35.0,20.65012694282828,0.014906652209269998,100,0,0,0,0.38,MEDIUM
CUST000091,47,19,35.0,21.446809086892895,6.770991509162949e-05,100,0,0,0,0.40425531914893614,MEDIUM
CUST000093,38,19,35.0,23.383939253037394,25.22318040938182,100,0,0,0,0.5,MEDIUM
CUST000094,36,19,35.0,23.57638906207289,8.916153683960339e-06,100,0,0,0,0.5277777777777778,MEDIUM
CUST000096,50,19,35.0,20.8384373590893,1.6785362865813998,100,0,0,0,0.38,MEDIUM
CUST000098,45,19,35.0,21.233333461482257,1.24111104338152e-05,100,0,0,0,0.4222222222222222,MEDIUM
CUST000099,39,19,35.0,18.66679052109981,0.01205913591657,100,0,0,0,0.48717948717948717,MEDIUM
CUST000100,45,19,35.0,21.50555734849829,0.00014935647574442076,100,0,0,0,0.4222222222222222,MEDIUM
CUST000101,40,19,35.0,22.972169379789175,0.32042261813314,100,0,0,0,0.475,MEDIUM
CUST000103,44,19,35.0,22.123784751311526,0.97682420904252,100,0,0,0,0.4318181818181818,MEDIUM
CUST000104,44,19,35.0,21.954546274892976,6.32137876727152e-05,100,0,0,0,0.4318181818181818,MEDIUM
CUST000105,45,19,35.0,21.38913963171846,0.01789253940012,100,0,0,0,0.4222222222222222,MEDIUM
CUST000106,51,19,35.0,20.60061882070094,23.450414094025753,100,0,0,0,0.37254901960784315,MEDIUM
CUST000107,49,19,35.0,20.607214360358515,0.004922688476252141,100,0,0,0,0.3877551020408163,MEDIUM
CUST000109,40,19,35.0,22.968791477621846,0.0041220047908626005,100,0,0,0,0.475,MEDIUM
CUST000061,42,17,35.0,20.916666703305047,3.4077604839353485e-06,100,0,0,0,0.40476190476190477,MEDIUM
CUST000073,41,17,35.0,20.920865535696564,0.36495412764164,100,0,0,0,0.4146341463414634,MEDIUM
CUST000076,35,17,35.0,21.65002741889911,0.002396842338076637,100,0,0,0,0.4857142857142857,MEDIUM
CUST000143,45,17,35.0,20.06869016227355,0.14021793107229,100,0,0,0,0.37777777777777777,MEDIUM
CUST000070,51,16,35.0,18.906863707739898,6.7665674640649e-05,100,0,0,0,0.3137254901960784,MEDIUM
CUST000138,37,16,35.0,21.483893448794394,0.9464706058564201,100,0,0,0,0.43243243243243246,MEDIUM
CUST000074,50,15,35.0,18.65888746752484,34.80871635123406,100,0,0,0,0.3,MEDIUM
CUST000125,49,14,35.0,18.97369653492614,27.39822854582521,100,0,0,0,0.2857142857142857,MEDIUM
CUST000137,44,14,35.0,19.09097297953934,0.0070277316366387284,100,0,0,0,0.3181818181818182,MEDIUM
CUST000066,43,13,35.0,18.562934028031474,0.40074956455645,100,0,0,0,0.3023255813953488,MEDIUM
CUST000071,38,13,35.0,19.543182131837302,1.5077129540657,100,0,0,0,0.34210526315789475,MEDIUM
CUST000075,44,13,35.0,19.17045459396898,3.995741511072915e-06,100,0,0,0,0.29545454545454547,MEDIUM
CUST000078,43,13,35.0,18.690660656002596,1.11963331081132,100,0,0,0,0.3023255813953488,MEDIUM
CUST000083,47,13,35.0,18.246617734371014,0.17504141376276,100,0,0,0,0.2765957446808511,MEDIUM
CUST000147,47,13,35.0,19.2216057009663,0.9872360579264701,100,0,0,0,0.2765957446808511,MEDIUM
CUST000065,47,12,35.0,18.297303366090134,1.2330790471087099,100,0,0,0,0.2553191489361702,MEDIUM
CUST000067,54,12,35.0,16.885724721853013,0.09767488338991001,100,0,0,0,0.2222222222222222,MEDIUM
CUST000069,44,12,35.0,18.51123507685313,1.40622658885311,100,0,0,0,0.2727272727272727,MEDIUM
CUST000140,40,12,35.0,18.288204941938474,0.03628219213101,100,0,0,0,0.3,MEDIUM
CUST000084,41,11,35.0,18.567073170731707,0.0,100,0,0,0,0.2682926829268293,MEDIUM
CUST000119,44,11,35.0,17.659238390465276,0.0134438006247,100,0,0,0,0.25,MEDIUM
CUST000120,38,11,35.0,18.88166393190147,0.007599440517709519,100,0,0,0,0.2894736842105263,MEDIUM
CUST000122,42,11,35.0,17.711693176521543,0.32275562443857,100,0,0,0,0.2619047619047619,MEDIUM
CUST000129,39,11,35.0,18.49119637982477,0.27631157053117,100,0,0,0,0.28205128205128205,MEDIUM
CUST000131,45,11,35.0,17.111197270420938,0.008723547664687806,100,0,0,0,0.24444444444444444,MEDIUM
CUST000156,53,11,35.0,16.8067576326008,0.01972274592937,100,0,0,0,0.20754716981132076,MEDIUM
CUST000124,46,10,35.0,17.343483969984856,16.9941304035727,100,0,0,0,0.21739130434782608,MEDIUM
CUST000127,42,10,35.0,17.000944400765984,0.09358194492819001,100,0,0,0,0.23809523809523808,MEDIUM
CUST000146,43,10,35.0,17.41860849191538,0.0003183149472395516,100,0,0,0,0.23255813953488372,MEDIUM
CUST000148,42,10,35.0,17.665354518725312,7.88557327663305,100,0,0,0,0.23809523809523808,MEDIUM
CUST000150,40,10,35.0,18.447776274855332,7.2765877496211395,100,0,0,0,0.25,MEDIUM
CUST000155,41,10,35.0,17.542750968950415,0.006892195834399393,100,0,0,0,0.24390243902439024,MEDIUM
CUST000072,43,9,35.0,17.716666810502037,1.4036271000238199,100,0,0,0,0.20930232558139536,MEDIUM
CUST000112,41,9,35.0,17.329274851540447,0.0005760050025331711,100,0,0,0,0.21951219512195122,MEDIUM
CUST000115,46,9,35.0,16.778472980664766,0.07925345241904,100,0,0,0,0.1956521739130435,MEDIUM
CUST000116,40,9,35.0,17.17385208984151,59.2566012815893,100,0,0,0,0.225,MEDIUM
CUST000141,41,9,35.0,17.2076671410197,0.34051476825235,100,0,0,0,0.21951219512195122,MEDIUM
CUST000114,39,8,35.0,16.692491308099804,0.017879080553650003,100,0,0,0,0.20512820512820512,MEDIUM
CUST000117,38,8,35.0,17.03964559223191,0.01314478434918,100,0,0,0,0.21052631578947367,MEDIUM
CUST000118,40,8,35.0,17.456284514024947,0.0030075014984120513,100,0,0,0,0.2,MEDIUM
CUST000134,46,8,35.0,15.560940373937502,0.13140489133046002,100,0,0,0,0.17391304347826086,MEDIUM
CUST000142,41,8,35.0,16.81745262995123,0.02875468308772,100,0,0,0,0.1951219512195122,MEDIUM
CUST000145,45,8,35.0,16.41111556509678,0.00036388184433272974,100,0,0,0,0.17777777777777778,MEDIUM
CUST000149,43,8,35.0,16.319868131052406,0.01065219899337,100,0,0,0,0.18604651162790697,MEDIUM
CUST000158,43,8,35.0,16.467268807897426,1.40469433325311,100,0,0,0,0.18604651162790697,MEDIUM
CUST000110,45,7,35.0,15.947678763358105,0.22468157873224998,100,0,0,0,0.15555555555555556,MEDIUM
CUST000123,41,7,35.0,16.449314821650642,1.6793318241082302,100,0,0,0,0.17073170731707318,MEDIUM
CUST000132,38,7,35.0,16.44116875318473,0.0360285060757,100,0,0,0,0.18421052631578946,MEDIUM
CUST000133,45,7,35.0,15.345140323010947,1.97077372716058,100,0,0,0,0.15555555555555556,MEDIUM
CUST000136,37,6,35.0,16.6499079863309,0.061104828243799994,100,0,0,0,0.16216216216216217,MEDIUM
CUST000130,51,5,35.0,15.2009872361712,0.00043923188958149267,100,0,0,0,0.09803921568627451,MEDIUM
CUST000111,54,4,35.0,14.162130367316081,0.01141485487892,100,0,0,0,0.07407407407407407,MEDIUM
CUST000113,35,2,35.0,14.901079388382975,0.09443955494444001,100,0,0,0,0.05714285714285714,MEDIUM
CUST003784,29,20,33.75011378539169,25.1206936111178,0.00028446347921757707,75,0,0,1,0.6896551724137931,MEDIUM
CUST004727,16,10,33.75000000000512,24.890625440148035,1.7598842364562516e-05,75,0,0,1,0.625,MEDIUM
CUST002540,33,33,33.500035930022044,28.40909200151269,8.982505510837873e-05,60,1,0,0,1.0,MEDIUM
CUST000391,25,25,33.50000000530514,27.900000003781688,2.2210822881648023e-07,60,1,0,0,1.0,MEDIUM
CUST002599,26,26,33.50000000030369,28.250000032241243,1.3951520041866288e-06,60,1,0,0,1.0,MEDIUM
CUST003391,31,31,33.5,27.967741936308137,6.210409129240265e-08,60,1,0,0,1.0,MEDIUM
CUST000368,28,28,33.5,28.00000003062522,2.136846665669264e-06,60,1,0,0,1.0,MEDIUM
CUST001375,27,27,33.5,27.990740793351808,2.296482793354709e-06,60,1,0,0,1.0,MEDIUM
CUST001673,27,27,33.5,28.055555556385578,4.5423213891484754e-08,60,1,0,0,1.0,MEDIUM
CUST003790,26,26,33.5,27.778846154011756,6.9113811436597695e-09,60,1,0,0,1.0,MEDIUM
CUST004797,25,25,33.5,27.830000212697115,8.788154700148216e-06,60,1,0,0,1.0,MEDIUM
CUST003664,23,23,33.5,28.250000000058115,2.8938965248149955e-09,60,1,0,0,1.0,MEDIUM
CUST003721,23,23,33.5,27.7173913375788,1.6975869979985674e-06,60,1,0,0,1.0,MEDIUM
CUST004895,23,23,33.5,28.173913073721703,1.7389606986353424e-06,60,1,0,0,1.0,MEDIUM
CUST004951,22,22,33.5,28.17045454936946,1.1971232169982427e-07,60,1,0,0,1.0,MEDIUM
CUST002386,21,21,33.5,28.083333334101162,3.8269642766943854e-08,60,1,0,0,1.0,MEDIUM
CUST004971,21,21,33.5,27.83333333333361,1.2546613163708337e-11,60,1,0,0,1.0,MEDIUM
CUST003709,20,20,33.5,27.987500000039528,1.438881580322945e-09,60,1,0,0,1.0,MEDIUM
CUST003938,20,20,33.5,28.600000000158026,7.884807797699831e-09,60,1,0,0,1.0,MEDIUM
CUST000857,18,18,33.5,28.05555555568937,4.392894818738121e-09,60,1,0,0,1.0,MEDIUM
CUST000151,57,11,33.25,16.631016463918144,20.17258363485887,95,0,0,0,0.19298245614035087,MEDIUM
CUST000153,49,11,33.25,17.041326102462698,0.68733663215299,95,0,0,0,0.22448979591836735,MEDIUM
CUST000121,37,8,33.25,16.757784981477947,40.71679405865668,95,0,0,0,0.21621621621621623,MEDIUM
CUST000154,44,8,33.25,16.466260162222525,0.03512016094102,95,0,0,0,0.18181818181818182,MEDIUM
CUST004522,22,16,32.00006575168324,25.318184810191827,0.00016437920808197378,70,0,0,1,0.7272727272727273,MEDIUM
CUST002561,25,15,32.00000223359125,24.720001105963952,6.332959811763259e-05,70,0,0,1,0.6,MEDIUM
CUST001393,25,14,32.00000000023744,24.510001143391378,7.145339811579857e-05,70,0,0,1,0.56,MEDIUM
CUST000001,31,23,32.0,25.05645162930194,7.112278089891334e-07,70,0,0,1,0.7419354838709677,MEDIUM
