customer_id,customer_type,state,occupation,annual_income_usd,customer_since,pep_flag,sanctions_flag,adverse_media_flag,expected_monthly_volume_usd,risk_rating
CUST000032,Individual,WA,Software Engineer,24821.78,2019-10-15,0,0,0,2824.55,LOW
CUST000033,Individual,OH,Sales Manager,137070.98,2018-03-08,0,0,0,10110.32,LOW
CUST000034,Business,NJ,Retail Worker,97146.96,2025-08-07,0,0,0,12601.13,LOW
CUST000035,Business,PA,Construction Worker,42771.07,2024-02-01,0,0,0,6108.4,LOW
CUST000036,Individual,MA,Software Engineer,51392.02,2023-07-11,0,0,0,3964.32,LOW
CUST000037,Individual,PA,Lawyer,129319.3,2024-01-18,0,0,0,10677.82,LOW
CUST000038,Individual,NC,Student,63442.21,2024-02-19,0,0,0,6266.09,LOW
CUST000039,Individual,TX,Sales Manager,33486.41,2019-06-28,0,0,0,1662.32,LOW
CUST000040,Individual,GA,Real Estate Agent,71033.63,2025-06-15,0,0,0,10009.82,LOW
CUST000041,Individual,MD,Doctor,36980.48,2022-07-07,0,0,0,2926.08,LOW
CUST000042,Individual,GA,Doctor,47340.71,2024-01-02,0,0,0,2170.69,LOW
CUST000043,Individual,MD,Restaurant Owner,72572.24,2017-07-28,0,0,0,8733.45,LOW
CUST000044,Business,MA,Small Business Owner,148914.98,2025-11-04,0,0,0,7802.24,LOW
CUST000045,Individual,VA,Software Engineer,279401.33,2022-06-08,1,0,0,11997.82,HIGH
CUST000046,Individual,NJ,Real Estate Agent,181851.11,2017-02-27,0,0,0,17341.14,LOW
CUST000047,Individual,VA,Small Business Owner,71577.56,2022-07-01,0,0,0,7797.44,LOW
CUST000048,Individual,GA,Doctor,325305.74,2024-11-03,0,0,0,31292.9,LOW
CUST000049,Individual,MD,Lawyer,107809.22,2020-09-30,0,0,0,11542.47,LOW
CUST000050,Individual,CA,Student,39673.78,2019-11-04,0,0,0,1564.75,LOW
CUST000051,Business,WA,Restaurant Owner,79753.89,2020-10-14,0,0,0,6739.38,LOW
CUST000052,Individual,MA,Software Engineer,48934.97,2018-01-12,0,0,0,3407.21,LOW
CUST000053,Business,MA,Restaurant Owner,33326.38,2023-04-10,0,0,0,4888.02,LOW
CUST000054,Business,NY,Lawyer,34961.33,2019-09-20,0,0,0,1090.9,LOW
CUST000055,Individual,NY,Software Engineer,68155.09,2025-10-22,0,0,0,4245.16,LOW
CUST000056,Business,TX,Consultant,122452.35,2025-01-17,0,0,0,17477.96,LOW
CUST000057,Individual,MD,Consultant,150177.85,2018-02-19,0,0,0,22216.86,LOW
CUST000058,Individual,CO,Trader,33395.51,2018-01-29,0,0,0,4278.39,LOW
CUST000059,Individual,TX,Small Business Owner,61582.02,2018-12-30,0,0,0,2124.57,LOW
CUST000060,Individual,NY,Accountant,102901.48,2017-12-24,0,0,1,9793.07,MEDIUM
CUST000061,Individual,VA,Trader,82780.8,2021-05-19,0,0,0,6209.83,LOW
CUST000062,Individual,GA,Construction Worker,117794.7,2020-03-27,0,0,1,14819.35,MEDIUM
CUST000063,Business,FL,Restaurant Owner,56539.37,2024-06-14,0,0,0,1802.36,LOW
CUST000064,Individual,MA,Accountant,171551.41,2022-08-28,0,0,1,8516.0,MEDIUM
CUST000065,Individual,NC,Restaurant Owner,74793.49,2024-08-07,0,0,0,6443.41,LOW
CUST000066,Individual,CA,Doctor,122732.7,2024-02-22,0,0,0,5486.88,LOW
CUST000067,Individual,MA,Retail Worker,58556.1,2021-05-11,0,0,0,6534.24,LOW
CUST000068,Individual,IL,Restaurant Owner,77901.27,2025-07-27,0,0,0,9939.88,LOW
CUST000069,Individual,NJ,Trader,26577.67,2017-06-04,0,0,0,3005.0,LOW
CUST000070,Business,WA,Doctor,43536.39,2021-05-10,0,0,0,3484.46,LOW
CUST000071,Individual,FL,Real Estate Agent,65538.43,2021-04-04,0,0,0,8834.48,LOW
CUST000072,Individual,CA,Consultant,80040.13,2018-05-02,0,0,0,3378.56,LOW
CUST000073,Individual,IL,Lawyer,428490.74,2023-01-08,0,0,0,24656.35,LOW
CUST000074,Individual,TX,Trader,58513.24,2020-10-14,0,0,0,5043.4,LOW
CUST000075,Individual,CA,Accountant,30651.2,2023-08-13,0,0,0,1001.29,LOW
CUST000076,Individual,VA,Sales Manager,226807.85,2019-12-07,0,0,0,8382.98,LOW
CUST000077,Individual,NY,Trader,151219.53,2023-03-05,0,0,0,11293.14,LOW
CUST000078,Individual,MA,Retail Worker,35366.15,2023-11-03,0,0,0,5056.86,LOW
CUST000079,Individual,CA,Student,101484.74,2021-02-15,0,0,1,14060.88,MEDIUM
CUST000080,Individual,NJ,Consultant,129072.25,2022-02-19,0,0,0,10744.86,LOW
CUST000081,Business,PA,Accountant,83427.2,2019-07-13,0,0,1,3568.17,MEDIUM
CUST000082,Individual,NC,Small Business Owner,92691.09,2024-07-07,0,0,0,4380.9,LOW
CUST000083,Individual,TX,Retail Worker,49725.69,2024-03-02,0,0,0,3589.86,LOW
CUST000084,Individual,OH,Student,104058.29,2022-12-31,0,0,0,5333.95,LOW
CUST000085,Individual,CO,Teacher,54494.94,2025-09-04,0,0,0,1927.59,LOW
CUST000086,Individual,WA,Lawyer,13436.59,2019-12-07,0,0,0,1467.57,LOW
CUST000087,Individual,CO,Lawyer,85205.07,2017-07-10,0,0,0,8322.92,LOW
CUST000088,Individual,VA,Lawyer,25232.2,2017-05-20,0,0,0,1549.56,LOW
CUST000089,Business,WA,Doctor,144931.23,2018-09-07,0,0,0,17735.02,LOW
CUST000090,Individual,CA,Teacher,35961.72,2025-02-20,0,0,0,4387.1,LOW
CUST000091,Individual,PA,Sales Manager,15226.47,2021-02-23,0,0,0,1315.19,LOW
CUST000092,Individual,MA,Doctor,23746.83,2025-07-18,0,0,0,880.21,LOW
CUST000093,Individual,OH,Software Engineer,73005.03,2018-09-16,0,0,0,10206.74,LOW
CUST000094,Individual,VA,Construction Worker,84666.35,2020-09-01,0,0,0,9193.29,LOW
CUST000095,Individual,IL,Retail Worker,29942.36,2020-09-07,0,0,0,1673.22,LOW
CUST000096,Individual,FL,Lawyer,37353.84,2017-03-28,0,0,0,3784.2,LOW
CUST000097,Individual,MA,Teacher,74607.67,2022-04-02,0,0,1,5642.41,MEDIUM
CUST000098,Individual,IL,Construction Worker,141095.39,2017-10-09,0,0,0,14733.0,LOW
CUST000099,Individual,FL,Retail Worker,34155.88,2024-09-12,0,0,0,2877.08,LOW
CUST000100,Individual,PA,Accountant,95961.98,2020-01-03,0,0,0,8222.41,LOW
CUST000101,Individual,FL,Small Business Owner,24223.89,2018-03-29,0,0,0,2833.84,LOW
CUST000102,Individual,NC,Software Engineer,92094.55,2017-02-16,0,0,0,9367.46,LOW
CUST000103,Individual,MA,Accountant,122578.66,2021-05-31,0,0,0,4289.53,LOW
CUST000104,Individual,VA,Doctor,105448.47,2025-09-03,0,0,0,3497.9,LOW
CUST000105,Business,NC,Small Business Owner,143143.36,2025-03-05,0,0,0,9036.09,LOW
CUST000106,Individual,MD,Sales Manager,137073.97,2022-09-10,0,0,0,10798.79,LOW
CUST000107,Individual,NJ,Construction Worker,249134.72,2024-01-26,0,0,0,14799.3,LOW
CUST000108,Individual,CA,Retail Worker,80486.55,2022-08-27,0,0,0,8566.38,LOW
CUST000109,Individual,IL,Restaurant Owner,249614.45,2025-12-28,0,0,0,12328.08,LOW
CUST000110,Individual,NJ,Small Business Owner,40602.26,2021-08-11,0,0,0,4588.77,LOW
CUST000111,Individual,IL,Construction Worker,65628.89,2020-06-12,0,0,0,7983.35,LOW
CUST000112,Individual,VA,Real Estate Agent,69598.02,2018-01-27,0,0,0,2821.5,LOW
CUST000113,Business,CA,Student,38079.58,2025-05-13,0,0,0,4049.79,LOW
CUST000114,Individual,MD,Teacher,16168.42,2017-12-20,0,0,0,2347.32,LOW
CUST000115,Individual,GA,Retail Worker,131964.38,2017-11-01,0,0,0,6479.84,LOW
CUST000116,Business,FL,Consultant,40977.82,2021-06-11,0,0,0,5682.1,LOW
CUST000117,Individual,PA,Consultant,57797.72,2021-04-23,0,0,0,5823.47,LOW
CUST000118,Individual,GA,Student,210075.82,2021-04-13,0,0,0,20769.8,LOW
CUST000119,Business,GA,Small Business Owner,108781.73,2021-06-01,0,0,0,3425.57,LOW
CUST000120,Individual,WA,Doctor,232438.47,2022-05-03,0,0,0,27552.68,LOW
CUST000121,Individual,NY,Sales Manager,81112.19,2024-01-01,0,0,0,6877.03,LOW
CUST000122,Business,MA,Construction Worker,107614.82,2018-12-13,0,0,0,12391.5,LOW
CUST000123,Individual,NJ,Trader,64138.94,2020-11-19,0,0,0,8090.98,LOW
CUST000124,Individual,NJ,Construction Worker,43199.79,2024-06-25,0,0,0,3908.48,LOW
CUST000125,Individual,NJ,Sales Manager,107356.33,2019-02-25,0,0,0,6221.89,LOW
CUST000126,Individual,NC,Consultant,56495.01,2019-05-07,0,0,0,2412.14,LOW
CUST000127,Individual,VA,Construction Worker,114026.1,2017-06-26,0,0,0,5138.35,LOW
CUST000128,Business,NJ,Student,51763.4,2020-11-30,0,0,0,6903.52,LOW
CUST000129,Individual,VA,Construction Worker,66919.41,2023-06-07,0,0,0,2706.71,LOW
CUST000130,Individual,MA,Doctor,70495.9,2023-10-29,0,0,0,5152.32,LOW
CUST000131,Individual,GA,Teacher,151035.57,2025-10-04,0,0,0,10086.81,LOW
CUST000132,Individual,MD,Real Estate Agent,56920.84,2022-08-31,0,0,0,7580.83,LOW
CUST000133,Individual,MA,Teacher,162232.69,2025-05-22,0,0,0,13743.0,LOW
CUST000134,Individual,NJ,Real Estate Agent,41651.38,2018-12-12,0,0,0,6229.21,LOW
CUST000135,Business,NY,Restaurant Owner,89379.88,2024-07-11,0,0,0,10469.23,LOW
CUST000136,Individual,TX,Sales Manager,47968.65,2022-02-11,0,0,0,6301.42,LOW
CUST000137,Individual,CA,Lawyer,154891.19,2017-06-01,0,0,0,5782.71,LOW
CUST000138,Individual,NJ,Teacher,44051.39,2025-11-06,0,0,0,2494.97,LOW
CUST000139,Individual,PA,Student,47068.87,2024-12-16,0,0,0,1973.63,LOW
CUST000140,Business,TX,Software Engineer,33144.99,2021-01-06,0,0,0,2749.47,LOW
CUST000141,Business,MA,Restaurant Owner,80195.27,2017-04-06,0,0,0,9205.29,LOW
CUST000142,Individual,PA,Real Estate Agent,110130.91,2020-01-04,0,0,0,5080.66,LOW
CUST000143,Individual,PA,Sales Manager,102670.22,2025-01-04,0,0,0,4237.31,LOW
CUST000144,Individual,IL,Real Estate Agent,68287.96,2018-10-02,0,0,0,6953.5,LOW
CUST000145,Individual,PA,Restaurant Owner,48819.82,2020-03-02,0,0,0,2625.97,LOW
CUST000146,Individual,NJ,Real Estate Agent,62573.77,2023-09-14,0,0,0,5313.49,LOW
CUST000147,Individual,IL,Sales Manager,64144.86,2025-10-16,0,0,0,2013.49,LOW
CUST000148,Individual,WA,Retail Worker,88383.46,2023-04-13,0,0,0,9728.95,LOW
CUST000149,Individual,MD,Software Engineer,84520.36,2017-04-22,0,0,0,7832.04,LOW
CUST000150,Individual,GA,Student,232364.09,2020-04-08,0,0,0,24613.83,LOW
CUST000151,Business,PA,Lawyer,76957.36,2021-06-11,0,0,0,4573.25,LOW
CUST000152,Individual,NY,Trader,94822.69,2021-06-22,0,0,0,5672.8,LOW
CUST000153,Individual,OH,Retail Worker,78565.63,2020-03-07,0,0,0,9834.07,LOW
CUST000154,Individual,CA,Real Estate Agent,60649.49,2021-06-06,0,0,0,6963.79,LOW
CUST000155,Business,PA,Lawyer,94409.01,2020-06-13,0,0,0,9201.68,LOW
CUST000156,Individual,VA,Teacher,57057.45,2021-07-30,0,0,0,5906.47,LOW
CUST000157,Individual,WA,Retail Worker,72214.94,2024-10-12,0,0,0,2654.3,LOW
CUST000158,Individual,FL,Teacher,159335.6,2025-06-02,0,0,0,21035.71,LOW
CUST000159,Individual,VA,Restaurant Owner,54707.7,2021-05-14,0,0,0,6632.67,LOW
CUST000160,Individual,MA,Construction Worker,96472.85,2022-12-04,0,0,0,9532.62,LOW
CUST000161,Individual,OH,Lawyer,14948.5,2021-02-04,0,0,0,2090.16,LOW
CUST000162,Individual,MA,Accountant,66487.54,2025-10-08,0,0,0,3063.73,LOW
CUST000163,Individual,MD,Small Business Owner,54467.87,2025-03-01,0,0,0,6036.79,LOW
CUST000164,Individual,WA,Sales Manager,81097.93,2020-05-09,0,0,0,11789.43,LOW
CUST000165,Individual,FL,Lawyer,64324.09,2017-10-19,0,0,0,4100.73,LOW
CUST000166,Business,MA,Real Estate Agent,82226.26,2023-07-18,0,0,0,2212.84,LOW
CUST000167,Individual,MA,Accountant,58636.36,2019-10-12,0,0,0,6852.15,LOW
CUST000168,Individual,MA,Software Engineer,96409.59,2021-06-22,0,0,0,2494.36,LOW
CUST000169,Individual,WA,Teacher,24605.52,2020-05-24,0,0,0,3298.78,LOW
CUST000170,Individual,OH,Retail Worker,80632.85,2021-07-18,0,0,0,2583.29,LOW
CUST000171,Individual,GA,Accountant,40787.95,2018-08-08,0,0,0,4347.82,LOW
CUST000172,Individual,CA,Doctor,160228.57,2022-03-29,0,0,0,11560.17,LOW
CUST000173,Individual,WA,Real Estate Agent,40362.41,2022-07-20,0,0,0,2034.98,LOW
CUST000174,Individual,FL,Lawyer,143219.95,2021-02-01,0,0,0,19661.56,LOW
CUST000175,Individual,PA,Accountant,74439.89,2017-01-27,0,0,0,8804.8,LOW
CUST000176,Individual,MD,Trader,22846.37,2021-08-28,0,0,0,1543.39,LOW
CUST000177,Individual,GA,Retail Worker,42432.49,2018-03-31,0,0,0,2567.98,LOW
CUST000178,Individual,NC,Lawyer,130133.23,2019-07-07,0,0,0,15225.79,LOW
CUST000179,Business,CO,Retail Worker,125416.96,2024-03-12,0,0,0,16250.44,LOW
CUST000180,Individual,GA,Software Engineer,32230.4,2017-01-14,0,0,0,3689.78,LOW
CUST000181,Individual,PA,Lawyer,207129.53,2022-11-16,0,0,0,21748.32,LOW
CUST000182,Individual,NY,Consultant,73812.0,2017-10-06,0,0,0,3948.25,LOW
CUST000183,Business,IL,Student,133304.74,2022-05-18,0,0,0,17542.97,LOW
CUST000184,Business,CA,Doctor,34116.84,2018-05-05,0,0,0,4049.93,LOW
CUST000185,Individual,CA,Accountant,55763.6,2019-09-12,0,0,0,4999.72,LOW
CUST000186,Individual,CO,Student,98280.52,2019-08-19,0,0,0,8741.9,LOW
CUST000187,Individual,NY,Doctor,61186.82,2021-11-18,0,0,0,5882.91,LOW
CUST000188,Individual,IL,Consultant,11234.33,2024-04-25,0,0,0,1444.0,LOW
CUST000189,Individual,CA,Accountant,66252.92,2023-03-05,0,0,0,7803.43,LOW
CUST000190,Individual,FL,Trader,20914.32,2022-03-03,0,0,0,2761.33,LOW
CUST000191,Individual,TX,Doctor,37395.04,2022-02-13,0,0,0,3306.11,LOW
CUST000192,Business,TX,Lawyer,30133.09,2021-05-16,0,0,0,3106.15,LOW
CUST000193,Business,CA,Lawyer,156592.86,2024-03-29,0,0,1,20642.3,MEDIUM
CUST000194,Individual,NC,Student,192023.72,2024-07-05,0,0,0,10376.96,LOW
CUST000195,Individual,NJ,Teacher,93644.4,2020-06-16,0,0,0,7538.62,LOW
CUST000196,Individual,CA,Retail Worker,64582.5,2017-09-07,0,0,0,6624.97,LOW
CUST000197,Individual,MD,Construction Worker,76394.32,2021-05-26,0,0,0,10648.86,LOW
CUST000198,Business,MD,Restaurant Owner,156521.56,2019-01-10,1,0,0,4222.87,HIGH
CUST000199,Business,PA,Real Estate Agent,20661.24,2017-11-02,0,0,0,1065.53,LOW
CUST000200,Individual,PA,Sales Manager,37288.01,2021-12-12,0,0,0,2024.97,LOW
CUST000201,Individual,NC,Sales Manager,144043.55,2022-04-21,0,0,0,9481.89,LOW
CUST000202,Individual,MD,Construction Worker,164920.62,2021-12-31,0,0,0,9932.07,LOW
CUST000203,Individual,VA,Accountant,110035.93,2025-07-08,0,0,0,10867.96,LOW
CUST000204,Business,IL,Trader,38025.49,2025-05-04,0,0,0,5160.16,LOW
CUST000205,Individual,MA,Accountant,142692.93,2024-07-28,0,0,0,14928.85,LOW
CUST000206,Individual,GA,Doctor,181711.34,2017-07-02,0,0,0,10028.8,LOW
CUST000207,Individual,FL,Trader,119623.68,2024-05-16,0,0,0,15906.25,LOW
CUST000208,Individual,NY,Retail Worker,14825.99,2017-01-30,0,0,0,1541.99,LOW
CUST000209,Individual,OH,Lawyer,81326.73,2020-11-12,0,0,0,4259.1,LOW
CUST000210,Individual,CA,Lawyer,109715.88,2019-02-06,0,0,0,7702.97,LOW
CUST000211,Individual,MA,Consultant,53642.24,2025-10-20,1,0,0,6637.99,HIGH
CUST000212,Individual,MA,Software Engineer,84675.65,2018-09-07,0,0,0,9938.08,LOW
CUST000213,Individual,FL,Small Business Owner,53717.54,2019-10-02,0,0,0,5214.51,LOW
CUST000214,Individual,NY,Doctor,42839.15,2022-10-23,0,0,0,1846.19,LOW
CUST000215,Individual,CO,Lawyer,200211.07,2025-07-24,0,0,0,25108.7,LOW
CUST000216,Individual,NC,Sales Manager,86252.82,2025-03-29,0,0,0,5472.12,LOW
CUST000217,Individual,PA,Software Engineer,36547.08,2017-01-24,0,0,0,4438.63,LOW
CUST000218,Individual,WA,Restaurant Owner,30652.01,2025-06-21,0,0,0,3247.45,LOW
CUST000219,Individual,FL,Student,42856.18,2023-10-12,0,0,0,2486.57,LOW
CUST000220,Business,MA,Doctor,43007.11,2019-11-22,0,0,0,2216.85,LOW
CUST000221,Individual,TX,Small Business Owner,82494.6,2024-12-20,0,0,0,3412.29,LOW
CUST000222,Individual,CA,Restaurant Owner,102832.35,2023-07-15,0,0,0,5680.8,LOW
CUST000223,Individual,IL,Real Estate Agent,102760.86,2022-05-25,0,0,0,4596.35,LOW
CUST000224,Individual,MD,Doctor,46058.64,2022-06-28,0,0,0,4704.03,LOW
CUST000225,Individual,TX,Sales Manager,136441.79,2021-03-19,0,0,0,13623.42,LOW
CUST000226,Individual,MA,Retail Worker,166598.53,2024-01-04,0,0,0,16371.89,LOW
CUST000227,Business,GA,Retail Worker,63339.68,2025-08-08,0,0,0,6665.63,LOW
CUST000228,Individual,OH,Accountant,38345.69,2018-11-03,0,0,0,4864.08,LOW
CUST000229,Business,NJ,Real Estate Agent,80051.63,2025-08-26,0,0,0,11142.71,LOW
CUST000230,Individual,NY,Sales Manager,305374.13,2025-01-03,0,0,0,16428.19,LOW
CUST000231,Individual,VA,Accountant,37697.53,2018-07-25,0,0,0,3712.14,LOW
CUST000232,Individual,PA,Trader,53275.79,2019-02-03,0,0,0,1853.57,LOW
CUST000233,Individual,CA,Software Engineer,77852.83,2020-05-27,0,0,0,3115.5,LOW
CUST000234,Individual,IL,Construction Worker,106651.84,2018-12-14,0,0,0,11389.61,LOW
CUST000235,Individual,WA,Consultant,20632.37,2024-03-21,0,0,0,1770.72,LOW
CUST000236,Individual,PA,Real Estate Agent,175267.8,2019-02-06,0,0,0,20995.59,LOW
CUST000237,Individual,CA,Student,173725.75,2021-11-18,0,0,0,13587.04,LOW
CUST000238,Individual,WA,Lawyer,56904.38,2020-07-17,0,0,0,2330.22,LOW
CUST000239,Individual,IL,Sales Manager,435628.58,2024-11-06,0,0,0,58377.15,LOW
CUST000240,Individual,MA,Consultant,166583.49,2021-08-02,0,0,0,5890.57,LOW
CUST000241,Business,MD,Consultant,160915.69,2022-10-27,0,0,0,7823.81,LOW
CUST000242,Business,NJ,Sales Manager,162292.08,2022-08-20,0,0,0,9676.2,LOW
CUST000243,Business,NC,Sales Manager,159278.39,2021-01-31,0,0,0,23797.8,LOW
CUST000244,Individual,TX,Trader,73939.48,2020-09-21,0,0,0,5701.29,LOW
CUST000245,Individual,NC,Teacher,69329.06,2018-09-28,0,0,0,6081.1,LOW
CUST000246,Business,TX,Sales Manager,40616.22,2020-04-24,0,0,0,4923.18,LOW
CUST000247,Individual,MA,Small Business Owner,51531.66,2025-09-28,1,0,0,5387.74,HIGH
CUST000248,Business,PA,Doctor,61277.0,2024-03-24,0,0,0,7976.89,LOW
CUST000249,Business,OH,Student,78260.04,2024-07-28,0,0,0,6715.04,LOW
CUST000250,Business,MA,Real Estate Agent,211956.39,2024-02-26,0,0,0,31056.32,LOW
CUST000251,Individual,MA,Accountant,19122.52,2021-08-19,0,0,0,2382.7,LOW
CUST000252,Individual,CO,Software Engineer,179773.08,2020-07-21,0,0,0,13513.66,LOW
CUST000253,Business,VA,Doctor,38852.36,2023-09-24,0,0,0,2822.97,LOW
CUST000254,Individual,CA,Sales Manager,70073.89,2017-12-24,0,0,0,9893.48,LOW
CUST000255,Individual,OH,Teacher,46834.94,2021-07-29,0,0,0,5177.69,LOW
CUST000256,Individual,VA,Software Engineer,250327.01,2022-11-16,0,0,0,25703.38,LOW
CUST000257,Business,VA,Real Estate Agent,54191.04,2019-10-04,1,0,0,6488.23,HIGH
CUST000258,Individual,CA,Construction Worker,105259.56,2017-08-29,0,0,0,10010.63,LOW
CUST000259,Individual,NC,Consultant,108865.31,2024-02-18,0,0,0,4887.6,LOW
CUST000260,Individual,IL,Small Business Owner,35285.91,2024-07-21,0,0,0,2290.12,LOW
CUST000261,Individual,NJ,Sales Manager,70427.75,2022-01-01,0,0,0,6672.54,LOW
CUST000262,Business,VA,Teacher,164071.15,2025-09-21,0,0,0,4474.38,LOW
CUST000263,Individual,CA,Software Engineer,42516.21,2020-06-18,0,0,0,3387.22,LOW
CUST000264,Individual,CO,Accountant,128549.72,2017-06-05,0,0,0,15358.52,LOW
CUST000265,Business,IL,Lawyer,60478.39,2017-12-18,0,0,0,2753.54,LOW
CUST000266,Individual,GA,Small Business Owner,159790.44,2017-02-13,0,0,0,5284.25,LOW
CUST000267,Individual,MA,Small Business Owner,233541.81,2024-03-24,0,0,0,30244.52,LOW
CUST000268,Individual,MA,Teacher,20335.99,2017-05-18,0,0,0,2077.51,LOW
CUST000269,Individual,PA,Software Engineer,31428.03,2022-05-22,0,0,0,1479.39,LOW
CUST000270,Individual,VA,Teacher,56399.31,2023-10-20,0,0,0,7094.36,LOW
CUST000271,Individual,GA,Accountant,194418.68,2019-01-24,0,0,0,20854.55,LOW
CUST000272,Individual,PA,Accountant,106016.11,2017-05-23,0,0,0,7078.16,LOW
CUST000273,Business,MD,Student,33394.78,2025-05-30,0,0,0,2405.24,LOW
CUST000274,Business,VA,Retail Worker,116604.32,2022-01-21,0,0,0,5187.26,LOW
CUST000275,Individual,WA,Consultant,41411.58,2023-04-29,0,0,0,5358.95,LOW
CUST000276,Individual,CO,Doctor,132070.24,2024-01-04,0,0,0,11704.83,LOW
CUST000277,Individual,IL,Trader,106464.9,2024-06-13,0,0,0,10074.5,LOW
CUST000278,Individual,NC,Sales Manager,41293.93,2017-03-03,0,0,0,5592.7,LOW
CUST000279,Individual,IL,Doctor,71852.67,2021-05-10,0,0,0,1938.5,LOW
CUST000280,Individual,OH,Small Business Owner,166256.63,2020-12-17,0,0,0,5547.22,LOW
CUST000281,Business,MA,Lawyer,21925.8,2020-11-20,0,0,0,990.99,LOW
CUST000282,Individual,FL,Sales Manager,91214.04,2022-07-13,0,0,0,2622.83,LOW
CUST000283,Individual,NC,Real Estate Agent,36525.24,2022-09-10,0,0,0,3918.04,LOW
CUST000284,Individual,WA,Restaurant Owner,74214.99,2025-03-16,0,0,0,7735.79,LOW
CUST000285,Individual,IL,Real Estate Agent,100991.22,2024-10-20,0,0,0,5185.92,LOW
CUST000286,Individual,MD,Restaurant Owner,277563.0,2020-04-07,0,0,0,12122.79,LOW
CUST000287,Individual,CA,Teacher,73728.88,2023-05-03,0,0,0,3185.87,LOW
CUST000288,Individual,CO,Restaurant Owner,194431.48,2023-06-14,0,0,0,28028.3,LOW
CUST000289,Individual,MA,Retail Worker,43430.6,2023-11-12,0,0,0,4850.68,LOW
CUST000290,Individual,PA,Retail Worker,54365.25,2025-12-01,0,0,0,5337.5,LOW
CUST000291,Individual,CO,Consultant,109845.65,2017-11-30,0,0,0,7174.11,LOW
CUST000292,Individual,GA,Software Engineer,85509.95,2024-01-07,0,0,0,6766.44,LOW
CUST000293,Business,PA,Doctor,60583.09,2023-10-25,0,0,0,2191.64,LOW
CUST000294,Individual,VA,Consultant,59525.44,2024-06-13,0,0,0,8915.06,LOW
CUST000295,Individual,TX,Retail Worker,178418.08,2023-09-05,0,0,0,21300.56,LOW
CUST000296,Individual,CO,Trader,62177.97,2021-12-01,0,0,0,6384.54,LOW
CUST000297,Individual,CO,Software Engineer,38626.4,2025-03-02,0,0,0,3803.58,LOW
CUST000298,Individual,FL,Trader,43026.62,2024-02-21,0,0,0,3788.03,LOW
CUST000299,Individual,IL,Trader,115922.73,2017-09-11,0,0,0,6628.28,LOW
