customer_id,total_transactions,total_transaction_volume,average_transaction,maximum_transaction,transaction_std,cash_transactions,international_transactions,suspicious_transactions,rule_alerts,unique_counterparties,unique_origin_countries,unique_destination_countries,average_rule_score,maximum_rule_score,average_red_flags,maximum_red_flags,PEP_flag,sanctions_flag,adverse_media_flag,structuring_events,rapid_movement_events,funnel_behavior,layering_behavior,mule_behavior,target,cash_ratio,international_ratio,suspicious_ratio,rule_alert_ratio,structuring_ratio,rapid_movement_ratio
CUST000031,43,206455.95,4801.301162790698,9843.0,4398.198814293571,24,8,20,43,43,5,5,64.4186046511628,100,5.325581395348837,9,0,0,0,20,19,1,1,0,1,0.5581395348837209,0.18604651162790697,0.46511627906976744,1.0,0.46511627906976744,0.4418604651162791
CUST000032,42,192484.05000000002,4582.953571428572,9853.23,4389.233776553506,26,13,20,42,42,8,7,65.23809523809524,100,5.523809523809524,9,0,0,0,20,19,1,1,0,1,0.6190476190476191,0.30952380952380953,0.47619047619047616,1.0,0.47619047619047616,0.4523809523809524
CUST000033,39,196730.7,5044.376923076923,9913.09,4459.038570267996,26,8,20,39,39,5,6,66.92307692307692,100,5.153846153846154,8,0,0,0,20,19,1,1,1,1,0.6666666666666666,0.20512820512820512,0.5128205128205128,1.0,0.5128205128205128,0.48717948717948717
CUST000034,41,194196.7,4736.5048780487805,9942.92,4454.045581780188,25,11,20,41,41,7,3,65.36585365853658,100,5.048780487804878,8,0,0,0,20,19,1,1,0,1,0.6097560975609756,0.2682926829268293,0.4878048780487805,1.0,0.4878048780487805,0.4634146341463415
CUST000035,44,586149.77,13321.585681818182,44380.46,15364.783918085916,5,13,20,44,44,5,8,62.04545454545455,100,4.613636363636363,8,0,0,0,0,19,1,1,1,1,0.11363636363636363,0.29545454545454547,0.45454545454545453,1.0,0.0,0.4318181818181818
CUST000036,45,618612.76,13746.950222222222,44994.06,15931.217388125327,6,13,20,45,45,6,6,63.111111111111114,100,4.666666666666667,8,0,0,0,0,19,1,1,1,1,0.13333333333333333,0.28888888888888886,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000037,44,585393.01,13304.386590909091,44499.12,15215.562564665222,2,13,20,44,44,7,7,61.59090909090909,100,4.386363636363637,8,0,0,0,0,19,1,1,1,1,0.045454545454545456,0.29545454545454547,0.45454545454545453,1.0,0.0,0.4318181818181818
CUST000038,48,665215.46,13858.655416666666,42194.19,16308.541988666482,5,13,20,48,48,6,8,61.145833333333336,100,4.583333333333333,8,0,0,0,0,19,1,1,1,1,0.10416666666666667,0.2708333333333333,0.4166666666666667,1.0,0.0,0.3958333333333333
CUST000039,47,718855.74,15294.802978723405,44851.43,17794.433347138907,8,13,20,47,47,8,4,61.48936170212766,100,4.723404255319149,8,0,0,0,0,19,1,1,1,1,0.1702127659574468,0.2765957446808511,0.425531914893617,1.0,0.0,0.40425531914893614
CUST000040,45,649062.82,14423.618222222221,44059.06,16135.627174068219,1,13,20,45,44,6,8,61.0,100,4.466666666666667,8,0,0,0,0,19,1,1,1,1,0.022222222222222223,0.28888888888888886,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000041,52,640133.09,12310.25173076923,40680.77,15469.018653224983,5,14,20,52,52,6,6,58.17307692307692,100,4.365384615384615,8,0,0,0,0,19,1,1,1,1,0.09615384615384616,0.2692307692307692,0.38461538461538464,1.0,0.0,0.36538461538461536
CUST000042,51,634128.98,12433.90156862745,44846.41,15844.148659482007,6,12,20,51,50,6,5,58.529411764705884,100,4.392156862745098,8,0,0,0,0,19,1,1,1,1,0.11764705882352941,0.23529411764705882,0.39215686274509803,1.0,0.0,0.37254901960784315
CUST000043,46,633262.26,13766.570869565217,43104.74,15941.608448335839,3,14,20,46,46,7,6,60.869565217391305,100,4.5,8,0,0,0,0,19,1,1,1,1,0.06521739130434782,0.30434782608695654,0.43478260869565216,1.0,0.0,0.41304347826086957
CUST000044,51,565995.87,11097.958235294118,44019.81,14684.152232234956,7,9,20,51,49,6,5,57.254901960784316,100,4.078431372549019,8,0,0,0,0,19,1,1,1,1,0.13725490196078433,0.17647058823529413,0.39215686274509803,1.0,0.0,0.37254901960784315
CUST000045,51,608817.96,11937.607058823529,42231.33,15235.579138722927,6,17,20,51,51,7,8,65.29411764705883,100,5.215686274509804,9,1,0,0,0,19,1,1,1,1,0.11764705882352941,0.3333333333333333,0.39215686274509803,1.0,0.0,0.37254901960784315
CUST000046,48,631886.03,13164.292291666667,44362.59,15931.713473168855,7,14,20,48,48,8,5,58.645833333333336,100,4.166666666666667,7,0,0,0,0,19,1,1,1,1,0.14583333333333334,0.2916666666666667,0.4166666666666667,1.0,0.0,0.3958333333333333
CUST000047,46,680335.99,14789.912826086957,42951.13,16921.74698981792,5,16,20,46,46,5,8,61.95652173913044,100,4.739130434782608,8,0,0,0,0,19,1,1,1,1,0.10869565217391304,0.34782608695652173,0.43478260869565216,1.0,0.0,0.41304347826086957
CUST000048,44,643450.52,14623.875454545456,42621.49,15960.173662482564,6,14,20,44,43,7,6,61.70454545454545,100,4.363636363636363,7,0,0,0,1,19,1,1,1,1,0.13636363636363635,0.3181818181818182,0.45454545454545453,1.0,0.022727272727272728,0.4318181818181818
CUST000049,38,671001.41,17657.931842105263,44273.65,17759.492741011567,5,11,20,38,38,5,6,66.97368421052632,100,4.921052631578948,8,0,0,0,0,19,1,1,1,1,0.13157894736842105,0.2894736842105263,0.5263157894736842,1.0,0.0,0.5
CUST000050,46,623488.38,13554.095217391305,44125.82,15987.521180493623,3,14,20,46,46,9,4,62.28260869565217,100,4.673913043478261,8,0,0,0,0,19,1,1,1,1,0.06521739130434782,0.30434782608695654,0.43478260869565216,1.0,0.0,0.41304347826086957
CUST000051,41,648506.03,15817.22024390244,42841.14,16537.03324629126,1,9,20,41,41,6,4,64.7560975609756,100,4.7560975609756095,8,0,0,0,0,19,1,1,1,1,0.024390243902439025,0.21951219512195122,0.4878048780487805,1.0,0.0,0.4634146341463415
CUST000052,45,693028.6,15400.635555555555,42963.16,17395.509513018344,2,13,20,45,45,6,7,63.44444444444444,100,4.733333333333333,8,0,0,0,0,19,1,1,1,1,0.044444444444444446,0.28888888888888886,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000053,41,600806.41,14653.81487804878,43653.98,16301.510762859087,4,11,20,41,41,5,9,65.1219512195122,100,4.829268292682927,8,0,0,0,0,19,1,1,1,1,0.0975609756097561,0.2682926829268293,0.4878048780487805,1.0,0.0,0.4634146341463415
CUST000054,45,588527.4,13078.386666666667,44947.81,15359.680684453757,2,13,20,45,45,6,6,62.55555555555556,100,4.5777777777777775,8,0,0,0,0,19,1,1,1,1,0.044444444444444446,0.28888888888888886,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000055,44,600742.66,13653.242272727273,43155.65,15548.096837887124,7,11,20,44,44,7,5,63.06818181818182,100,4.704545454545454,8,0,0,0,0,19,1,1,1,1,0.1590909090909091,0.25,0.45454545454545453,1.0,0.0,0.4318181818181818
CUST000056,52,708832.12,13631.386923076923,44953.62,17457.97703193929,7,18,20,52,52,8,8,57.59615384615385,100,4.134615384615385,7,0,0,0,0,19,1,1,1,1,0.1346153846153846,0.34615384615384615,0.38461538461538464,1.0,0.0,0.36538461538461536
CUST000057,46,593379.61,12899.556739130434,44778.64,15553.031801234132,6,11,20,46,46,6,7,59.130434782608695,100,4.108695652173913,7,0,0,0,0,19,1,1,1,1,0.13043478260869565,0.2391304347826087,0.43478260869565216,1.0,0.0,0.41304347826086957
CUST000058,42,591183.92,14075.80761904762,43263.31,15234.485592802323,3,13,20,42,42,7,4,65.11904761904762,100,4.833333333333333,8,0,0,0,0,19,1,1,1,1,0.07142857142857142,0.30952380952380953,0.47619047619047616,1.0,0.0,0.4523809523809524
CUST000059,50,565180.26,11303.6052,40197.28,14433.794770438992,4,17,20,50,50,6,8,59.6,100,4.44,8,0,0,0,0,19,1,1,1,1,0.08,0.34,0.4,1.0,0.0,0.38
CUST000060,45,182501.66999999998,4055.5926666666664,11264.85,4251.314615156972,8,10,20,45,45,7,7,68.11111111111111,100,4.911111111111111,8,0,0,1,7,17,1,1,0,1,0.17777777777777778,0.2222222222222222,0.4444444444444444,1.0,0.15555555555555556,0.37777777777777777
CUST000061,42,173763.22,4137.219523809524,11302.64,3997.7424555725916,5,14,20,42,41,8,4,59.76190476190476,100,4.095238095238095,6,0,0,0,4,18,1,1,0,1,0.11904761904761904,0.3333333333333333,0.47619047619047616,1.0,0.09523809523809523,0.42857142857142855
CUST000062,40,170489.32,4262.233,11006.75,3978.8581035558163,2,13,20,40,40,6,7,67.625,100,4.875,8,0,0,1,4,17,1,1,0,1,0.05,0.325,0.5,1.0,0.1,0.425
CUST000063,40,194771.49,4869.287249999999,11990.26,4106.5682293719565,5,7,20,40,40,5,5,65.375,100,4.525,8,0,0,0,2,19,1,1,0,1,0.125,0.175,0.5,1.0,0.05,0.475
CUST000064,45,147597.42,3279.942666666667,10916.66,3503.1531641037336,7,11,20,45,45,6,7,60.888888888888886,100,4.4,8,0,0,1,4,13,1,1,0,1,0.15555555555555556,0.24444444444444444,0.4444444444444444,1.0,0.08888888888888889,0.28888888888888886
CUST000065,47,177763.38999999998,3782.199787234042,11855.44,3671.0906924784804,5,12,20,47,47,9,7,52.234042553191486,100,3.617021276595745,7,0,0,0,6,15,1,1,0,1,0.10638297872340426,0.2553191489361702,0.425531914893617,1.0,0.1276595744680851,0.3191489361702128
CUST000066,43,160600.83,3734.903023255814,11750.35,3887.7833882711147,5,14,20,43,43,6,6,53.02325581395349,100,3.744186046511628,7,0,0,0,5,16,1,1,0,1,0.11627906976744186,0.32558139534883723,0.46511627906976744,1.0,0.11627906976744186,0.37209302325581395
CUST000067,54,166593.82,3085.070740740741,11563.98,3622.1168901930937,6,17,20,54,54,10,8,48.24074074074074,100,3.425925925925926,7,0,0,0,5,15,1,1,0,1,0.1111111111111111,0.3148148148148148,0.37037037037037035,1.0,0.09259259259259259,0.2777777777777778
CUST000068,39,197655.5,5068.089743589743,11893.88,4703.631947586934,8,12,20,39,39,5,6,63.97435897435897,100,4.487179487179487,7,0,0,0,8,19,1,1,1,1,0.20512820512820512,0.3076923076923077,0.5128205128205128,1.0,0.20512820512820512,0.48717948717948717
CUST000069,44,168472.65,3828.9238636363634,11630.19,3947.1263823287222,5,12,20,44,44,6,5,52.84090909090909,100,3.75,7,0,0,0,3,16,1,1,0,1,0.11363636363636363,0.2727272727272727,0.45454545454545453,1.0,0.06818181818181818,0.36363636363636365
CUST000070,51,188388.6,3693.894117647059,11790.4,4212.695710601551,3,20,20,51,51,8,9,54.01960784313726,100,3.823529411764706,7,0,0,0,4,17,1,1,0,1,0.058823529411764705,0.39215686274509803,0.39215686274509803,1.0,0.0784313725490196,0.3333333333333333
CUST000071,38,178779.61,4704.726578947368,11874.41,4373.722764333623,0,10,20,38,38,5,6,55.78947368421053,100,3.789473684210526,7,0,0,0,5,15,1,1,0,1,0.0,0.2631578947368421,0.5263157894736842,1.0,0.13157894736842105,0.39473684210526316
CUST000072,43,170336.54,3961.3148837209305,11753.47,3617.3030568560143,4,13,20,43,43,5,8,50.58139534883721,100,3.5813953488372094,7,0,0,0,2,14,1,1,0,1,0.09302325581395349,0.3023255813953488,0.46511627906976744,1.0,0.046511627906976744,0.32558139534883723
CUST000073,41,188188.55,4589.964634146341,11807.3,4530.161261470776,5,10,20,41,41,5,5,59.75609756097561,100,4.024390243902439,6,0,0,0,4,18,1,1,0,1,0.12195121951219512,0.24390243902439024,0.4878048780487805,1.0,0.0975609756097561,0.43902439024390244
CUST000074,50,186622.81,3732.4562,11891.72,3870.8833790239196,4,16,20,50,50,7,7,52.5,100,3.66,7,0,0,0,4,17,1,1,0,1,0.08,0.32,0.4,1.0,0.08,0.34
CUST000075,44,167677.31,3810.8479545454543,11648.76,3909.426150600967,4,10,20,44,44,5,5,54.77272727272727,100,3.8863636363636362,8,0,0,0,3,14,1,1,0,1,0.09090909090909091,0.22727272727272727,0.45454545454545453,1.0,0.06818181818181818,0.3181818181818182
CUST000076,35,187358.32,5353.094857142857,11957.54,4665.838966432367,3,9,20,35,35,5,4,61.857142857142854,100,4.2,7,0,0,0,6,17,1,1,1,1,0.08571428571428572,0.2571428571428571,0.5714285714285714,1.0,0.17142857142857143,0.4857142857142857
CUST000077,38,175725.57,4624.357105263158,11534.6,4110.520061691352,2,7,20,38,38,6,4,62.89473684210526,100,4.157894736842105,7,0,0,0,4,19,1,1,0,1,0.05263157894736842,0.18421052631578946,0.5263157894736842,1.0,0.10526315789473684,0.5
CUST000078,43,172618.06,4014.373488372093,11896.05,4271.326522849159,4,11,20,43,43,5,6,53.372093023255815,100,3.697674418604651,7,0,0,0,5,15,1,1,0,1,0.09302325581395349,0.2558139534883721,0.46511627906976744,1.0,0.11627906976744186,0.3488372093023256
CUST000079,43,179789.93,4181.161162790698,11948.94,4357.908861376394,1,11,20,43,42,8,5,68.02325581395348,100,4.8604651162790695,8,0,0,1,7,17,1,1,0,1,0.023255813953488372,0.2558139534883721,0.46511627906976744,1.0,0.16279069767441862,0.3953488372093023
CUST000080,42,189661.54,4515.750952380952,11339.59,4387.677729267088,1,14,20,42,41,6,7,58.80952380952381,100,4.023809523809524,7,0,0,0,6,18,1,1,0,1,0.023809523809523808,0.3333333333333333,0.47619047619047616,1.0,0.14285714285714285,0.42857142857142855
CUST000081,38,168900.75,4444.756578947368,11278.65,4134.21622505127,5,8,20,38,37,6,4,65.92105263157895,100,4.7368421052631575,8,0,0,1,6,13,1,1,0,1,0.13157894736842105,0.21052631578947367,0.5263157894736842,1.0,0.15789473684210525,0.34210526315789475
CUST000082,36,145452.06,4040.335,10133.84,3422.77039338228,2,7,20,36,36,3,5,55.27777777777778,100,3.7222222222222223,7,0,0,0,4,15,1,1,0,1,0.05555555555555555,0.19444444444444445,0.5555555555555556,1.0,0.1111111111111111,0.4166666666666667
CUST000083,47,158016.3,3362.0489361702125,11709.98,3354.5106701199866,4,16,20,47,46,8,9,52.12765957446808,100,3.6595744680851063,7,0,0,0,2,16,1,1,0,1,0.0851063829787234,0.3404255319148936,0.425531914893617,1.0,0.0425531914893617,0.3404255319148936
CUST000084,41,163413.87,3985.7041463414635,10853.78,3956.7844958747605,4,12,20,41,41,7,6,53.048780487804876,100,3.731707317073171,7,0,0,0,6,15,1,1,0,1,0.0975609756097561,0.2926829268292683,0.4878048780487805,1.0,0.14634146341463414,0.36585365853658536
CUST000085,42,398260.49,9482.39261904762,29631.58,9983.42191518423,6,33,20,42,42,6,9,64.88095238095238,100,5.095238095238095,8,0,0,0,0,19,1,1,1,1,0.14285714285714285,0.7857142857142857,0.47619047619047616,1.0,0.0,0.4523809523809524
CUST000086,45,403059.5,8956.877777777778,29772.96,9913.23915991981,6,32,20,45,45,8,10,63.55555555555556,100,4.977777777777778,9,0,0,0,0,19,1,1,1,1,0.13333333333333333,0.7111111111111111,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000087,43,395933.85,9207.763953488371,28644.43,9967.548250052252,3,30,20,43,43,3,9,61.86046511627907,100,4.604651162790698,9,0,0,0,0,19,1,1,1,1,0.06976744186046512,0.6976744186046512,0.46511627906976744,1.0,0.0,0.4418604651162791
CUST000088,36,442597.03,12294.361944444445,29736.52,10572.51224211508,2,29,20,36,36,4,8,71.94444444444444,100,5.611111111111111,9,0,0,0,1,19,1,1,1,1,0.05555555555555555,0.8055555555555556,0.5555555555555556,1.0,0.027777777777777776,0.5277777777777778
CUST000089,39,414279.77999999997,10622.558461538461,29303.57,10688.767613929449,3,32,20,39,39,7,10,65.38461538461539,100,4.794871794871795,8,0,0,0,0,19,1,1,1,1,0.07692307692307693,0.8205128205128205,0.5128205128205128,1.0,0.0,0.48717948717948717
CUST000090,50,406280.49,8125.6098,29779.45,9803.19287509848,4,36,20,50,49,8,9,59.0,100,4.6,9,0,0,0,0,19,1,1,1,1,0.08,0.72,0.4,1.0,0.0,0.38
CUST000091,47,380156.33,8088.43255319149,29806.69,9657.854342802044,5,35,20,47,47,7,11,61.276595744680854,100,4.808510638297872,9,0,0,0,0,19,1,1,1,1,0.10638297872340426,0.7446808510638298,0.425531914893617,1.0,0.0,0.40425531914893614
CUST000092,39,445873.35,11432.65,29968.16,11088.565817195136,3,31,20,39,39,9,7,68.46153846153847,100,5.384615384615385,9,0,0,0,0,19,1,1,1,1,0.07692307692307693,0.7948717948717948,0.5128205128205128,1.0,0.0,0.48717948717948717
CUST000093,38,426823.36,11232.193684210526,29048.43,10197.610458058545,2,29,20,38,38,3,9,66.05263157894737,100,4.7631578947368425,8,0,0,0,0,19,1,1,1,1,0.05263157894736842,0.7631578947368421,0.5263157894736842,1.0,0.0,0.5
CUST000094,36,383758.12,10659.947777777777,27575.79,10203.891178806001,0,28,20,36,36,5,5,67.36111111111111,100,4.805555555555555,8,0,0,0,0,19,1,1,1,1,0.0,0.7777777777777778,0.5555555555555556,1.0,0.0,0.5277777777777778
CUST000095,52,392716.41,7552.238653846153,29785.0,9760.735474980625,7,38,20,52,52,8,7,58.94230769230769,100,4.634615384615385,9,0,0,0,0,19,1,1,1,1,0.1346153846153846,0.7307692307692307,0.38461538461538464,1.0,0.0,0.36538461538461536
CUST000096,50,379693.9,7593.878000000001,29965.37,9038.132016016747,2,39,20,50,50,8,12,59.5,100,4.62,8,0,0,0,0,19,1,1,1,1,0.04,0.78,0.4,1.0,0.0,0.38
CUST000097,43,436362.83,10147.972790697675,29996.67,11131.464563874422,7,28,20,43,43,6,9,71.97674418604652,100,5.883720930232558,10,0,0,1,0,19,1,1,1,1,0.16279069767441862,0.6511627906976745,0.46511627906976744,1.0,0.0,0.4418604651162791
CUST000098,45,366619.82,8147.107111111111,29846.08,9296.030715698605,6,33,20,45,45,7,8,60.666666666666664,100,4.444444444444445,8,0,0,0,0,19,1,1,1,1,0.13333333333333333,0.7333333333333333,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000099,39,420325.44,10777.575384615384,29728.94,10637.073428218884,4,30,20,20,39,2,8,53.333333333333336,100,4.3076923076923075,8,0,0,0,0,19,0,1,1,1,0.10256410256410256,0.7692307692307693,0.5128205128205128,0.5128205128205128,0.0,0.48717948717948717
CUST000100,45,418778.93,9306.198444444444,29232.88,10419.503770112382,6,36,20,45,45,8,9,61.44444444444444,100,4.7555555555555555,9,0,0,0,0,19,1,1,1,1,0.13333333333333333,0.8,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000101,40,367732.14999999997,9193.30375,29417.67,9357.273661786181,4,27,20,40,40,5,8,65.625,100,5.05,9,0,0,0,0,19,1,1,1,1,0.1,0.675,0.5,1.0,0.0,0.475
CUST000102,41,434594.32,10599.861463414634,29983.94,11004.930941108983,5,33,20,41,41,4,9,64.8780487804878,100,4.878048780487805,9,0,0,0,0,19,1,1,1,1,0.12195121951219512,0.8048780487804879,0.4878048780487805,1.0,0.0,0.4634146341463415
CUST000103,44,442995.73,10068.084772727272,29129.68,10824.685928128823,5,33,20,44,44,8,9,63.18181818181818,100,4.931818181818182,9,0,0,0,0,19,1,1,1,1,0.11363636363636363,0.75,0.45454545454545453,1.0,0.0,0.4318181818181818
CUST000104,44,426367.45,9690.16931818182,28955.63,10913.583708453018,2,32,20,44,44,6,10,62.72727272727273,100,4.9772727272727275,9,0,0,0,0,19,1,1,1,1,0.045454545454545456,0.7272727272727273,0.45454545454545453,1.0,0.0,0.4318181818181818
CUST000105,45,425901.35,9464.474444444444,28952.25,10620.274863256847,7,32,20,45,42,4,10,61.111111111111114,100,4.5777777777777775,9,0,0,0,0,19,1,1,1,1,0.15555555555555556,0.7111111111111111,0.4444444444444444,1.0,0.0,0.4222222222222222
CUST000106,51,413131.38,8100.615294117647,29027.25,10107.36161816987,8,40,20,51,51,9,11,58.333333333333336,100,4.411764705882353,8,0,0,0,0,19,1,1,1,1,0.1568627450980392,0.7843137254901961,0.39215686274509803,1.0,0.0,0.37254901960784315
