customer_id,customer_type,state,occupation,annual_income_usd,customer_since,risk_rating,pep_flag,sanctions_flag,adverse_media_flag,expected_monthly_volume_usd,total_transactions,total_transaction_volume_usd,average_transaction_usd,maximum_transaction_usd,minimum_transaction_usd,cash_transaction_count,international_transaction_count,unique_counterparties,origin_country_count,destination_country_count,alert_count,known_suspicious_count,maximum_risk_score,average_risk_score
CUST000016,,,,,,,0,0,0,,44,204177.05999999997,4640.387727272727,9918.88,33.95,0,0,44,6,3,19,20,35.0,22.19381618207214
CUST000017,,,,,,,0,0,0,,42,198669.76,4730.232380952381,9893.61,36.47,0,0,42,4,2,20,20,35.0,22.33334682166202
CUST000018,,,,,,,0,0,0,,44,195249.06000000003,4437.478636363637,9936.24,15.87,0,0,44,6,5,19,20,35.0,22.12866371539276
CUST000019,,,,,,,0,0,0,,41,196518.45,4793.132926829268,9870.8,43.45,0,0,40,5,5,19,20,35.0,22.622116186619916
CUST000020,,,,,,,0,0,0,,50,210948.75,4218.975,9747.67,16.25,0,0,50,8,5,19,20,35.0,20.86024631397304
CUST000021,,,,,,,0,0,0,,41,203418.93999999997,4961.437560975609,9815.14,58.87,0,0,41,5,5,19,20,35.0,23.222337874906803
CUST000022,,,,,,,0,0,0,,43,206438.07999999996,4800.885581395348,9895.48,26.17,0,0,43,7,6,19,20,35.0,22.47578688989131
CUST000023,,,,,,,0,0,0,,50,206369.72999999998,4127.3946,9922.86,70.73,0,0,50,5,8,20,20,35.0,20.96519437888595
CUST000024,,,,,,,0,0,0,,38,192871.37,5075.562368421052,9679.71,54.76,0,0,38,4,4,19,20,35.0,23.580005489905535
CUST000025,,,,,,,0,0,0,,45,198368.84,4408.196444444445,9916.03,36.1,0,0,45,5,5,19,20,35.0,21.740018458766908
CUST000026,,,,,,,0,0,0,,40,191328.69,4783.21725,9928.62,65.94,0,0,38,6,8,19,20,35.0,23.143750202541938
CUST000027,,,,,,,0,0,0,,47,210088.52000000002,4469.9685106382985,9939.84,13.4,0,0,47,8,6,19,20,35.0,21.372956880285205
CUST000028,,,,,,,0,0,0,,44,196018.65000000002,4454.969318181818,9930.35,53.73,0,0,44,5,8,20,20,35.0,22.33129140906411
CUST000029,,,,,,,0,0,0,,40,217526.33000000002,5438.15825,9913.8,30.86,0,0,40,4,5,21,20,60.17709273680927,24.867072573868647
CUST000030,,,,,,,0,0,1,,44,218699.32,4970.439090909091,10310.3,38.2,0,0,44,9,6,38,20,42.5,33.03523250853318
CUST000031,,,,,,,0,0,0,,43,206455.94999999998,4801.301162790697,9843.0,23.12,0,0,43,5,5,20,20,35.0,22.547797565635573
CUST000032,,,,,,,0,0,0,,42,192484.05000000002,4582.953571428572,9853.23,16.09,0,0,42,8,7,20,20,35.0,22.833333333452078
CUST000033,,,,,,,0,0,0,,39,196730.69999999998,5044.376923076923,9913.09,94.05,0,0,39,5,6,19,20,35.0,23.42307722081631
CUST000034,,,,,,,0,0,0,,41,194196.7,4736.5048780487805,9942.92,23.07,0,0,41,7,3,19,20,35.0,22.878178366525322
CUST000035,,,,,,,0,0,0,,44,586149.77,13321.585681818182,44380.46,16.2,0,0,44,5,8,19,20,35.0,21.715910001294066
CUST000036,,,,,,,0,0,0,,45,618612.76,13746.950222222222,44994.06,31.98,0,0,45,6,6,20,20,35.0,22.088935831208616
CUST000037,,,,,,,0,0,0,,44,585393.01,13304.386590909091,44499.12,20.34,0,0,44,7,7,20,20,35.0,21.556819014716382
CUST000038,,,,,,,0,0,0,,48,665215.4600000001,13858.655416666668,42194.19,12.53,0,0,48,6,8,19,20,35.0,21.40104167186215
CUST000039,,,,,,,0,0,0,,47,718855.7399999999,15294.8029787234,44851.43,59.52,0,0,47,8,4,20,20,35.0,21.521285873389402
CUST000040,,,,,,,0,0,0,,45,649062.82,14423.618222222221,44059.06,21.65,0,0,44,6,8,19,20,35.0,21.35004059389488
CUST000041,,,,,,,0,0,0,,52,640133.0900000001,12310.251730769232,40680.77,11.17,0,0,52,6,6,20,20,74.99999998913921,35.74747457042034
CUST000042,,,,,,,0,0,0,,51,634128.98,12433.90156862745,44846.41,47.97,0,0,50,6,5,20,20,74.99999999756989,36.17156591527174
CUST000043,,,,,,,0,0,0,,46,633262.2599999999,13766.570869565216,43104.74,42.61,0,0,46,7,6,20,20,35.0,21.304347945378172
CUST000044,,,,,,,0,0,0,,51,565995.87,11097.958235294118,44019.81,12.62,0,0,49,6,5,19,20,35.0,20.039215812981404
CUST000045,,,,,,,1,0,0,,51,608817.96,11937.607058823529,42231.33,27.38,0,0,51,7,8,51,20,47.5,35.363276510480304
CUST000046,,,,,,,0,0,0,,48,631886.03,13164.292291666667,44362.59,43.79,0,0,48,8,5,20,20,42.120211353201945,21.18487831886533
CUST000047,,,,,,,0,0,0,,46,680335.99,14789.912826086957,42951.13,8.29,0,0,46,5,8,20,20,35.0,21.686133507005977
CUST000048,,,,,,,0,0,0,,44,643450.5199999999,14623.875454545452,42621.49,23.36,0,0,43,7,6,20,20,74.99999415214694,39.77829246088882
CUST000049,,,,,,,0,0,0,,38,671001.41,17657.931842105263,44273.65,15.73,0,0,38,5,6,20,20,35.0,23.440798580240358
CUST000050,,,,,,,0,0,0,,46,623488.3800000001,13554.095217391307,44125.82,13.91,0,0,46,9,4,20,20,35.0,21.798914637749444
CUST000051,,,,,,,0,0,0,,41,648506.03,15817.22024390244,42841.14,81.69,0,0,41,6,4,20,20,35.0,22.664634188951613
CUST000052,,,,,,,0,0,0,,45,693028.6000000001,15400.635555555558,42963.16,79.18,0,0,45,6,7,20,20,35.0,22.205555627675544
CUST000053,,,,,,,0,0,0,,41,600806.41,14653.81487804878,43653.98,21.28,0,0,41,5,9,19,20,35.0,22.79268292689541
CUST000054,,,,,,,0,0,0,,45,588527.3999999999,13078.386666666665,44947.81,40.9,0,0,45,6,6,20,20,35.0,21.897139707793535
CUST000055,,,,,,,0,0,0,,44,600742.6600000001,13653.242272727277,43155.65,75.81,0,0,44,7,5,19,20,35.0,22.073875868839988
CUST000056,,,,,,,0,0,0,,52,708832.1200000001,13631.386923076925,44953.62,15.71,0,0,52,8,8,19,20,35.0,20.158685047925115
CUST000057,,,,,,,0,0,0,,46,593379.61,12899.556739130434,44778.64,31.63,0,0,46,6,7,19,20,35.0,20.696868805243135
CUST000058,,,,,,,0,0,0,,42,591183.9199999999,14075.807619047617,43263.31,43.84,0,0,42,7,4,20,20,35.0,22.79166904388211
CUST000059,,,,,,,0,0,0,,50,565180.26,11303.6052,40197.28,27.91,0,0,50,6,8,20,20,35.0,20.86000042043613
CUST000060,,,,,,,0,0,1,,45,182501.67,4055.592666666667,11264.85,21.71,0,0,45,7,7,35,20,42.5,31.71512315951316
CUST000061,,,,,,,0,0,0,,42,173763.22,4137.219523809524,11302.64,9.46,0,0,41,8,4,17,20,35.0,20.916666703305047
CUST000062,,,,,,,0,0,1,,40,170489.32,4262.233,11006.75,26.15,0,0,40,6,7,31,20,42.5,31.253979003072725
CUST000063,,,,,,,0,0,0,,40,194771.49,4869.287249999999,11990.26,30.71,0,0,40,5,5,19,20,35.0,23.015495679200306
CUST000064,,,,,,,0,0,1,,45,147597.42,3279.942666666667,10916.66,18.64,0,0,45,6,7,36,20,82.4999998597257,46.61268509489158
CUST000065,,,,,,,0,0,0,,47,177763.39000000004,3782.1997872340435,11855.44,20.51,0,0,47,9,7,12,20,35.0,18.297303366090137
CUST000066,,,,,,,0,0,0,,43,160600.83,3734.903023255814,11750.35,61.58,0,0,43,6,6,13,20,35.0,18.562934028031478
CUST000067,,,,,,,0,0,0,,54,166593.81999999998,3085.0707407407403,11563.98,21.66,0,0,54,10,8,12,20,35.0,16.88572472185301
CUST000068,,,,,,,0,0,0,,39,197655.50000000003,5068.089743589744,11893.88,27.39,0,0,39,5,6,19,20,35.0,22.391025642045296
CUST000069,,,,,,,0,0,0,,44,168472.65,3828.9238636363634,11630.19,41.32,0,0,44,6,5,12,20,35.0,18.51123507685313
CUST000070,,,,,,,0,0,0,,51,188388.6,3693.894117647059,11790.4,17.68,0,0,51,8,9,16,20,35.0,18.906863707739898
CUST000071,,,,,,,0,0,0,,38,178779.61,4704.726578947368,11874.41,8.15,0,0,38,5,6,13,20,35.0,19.543182131837302
CUST000072,,,,,,,0,0,0,,43,170336.53999999998,3961.3148837209296,11753.47,137.58,0,0,43,5,8,9,20,35.0,17.716666810502034
CUST000073,,,,,,,0,0,0,,41,188188.55000000002,4589.964634146342,11807.3,31.43,0,0,41,5,5,17,20,35.0,20.920865535696564
CUST000074,,,,,,,0,0,0,,50,186622.81,3732.4562,11891.72,41.8,0,0,50,7,7,15,20,35.0,18.65888746752484
CUST000075,,,,,,,0,0,0,,44,167677.31000000003,3810.847954545455,11648.76,16.88,0,0,44,5,5,13,20,35.0,19.170454593968984
CUST000076,,,,,,,0,0,0,,35,187358.31999999998,5353.094857142856,11957.54,39.96,0,0,35,5,4,17,20,35.0,21.65002741889911
CUST000077,,,,,,,0,0,0,,38,175725.56999999995,4624.357105263157,11534.6,18.77,0,0,38,6,4,19,20,35.0,22.01434478652467
CUST000078,,,,,,,0,0,0,,43,172618.06,4014.373488372093,11896.05,28.41,0,0,43,5,6,13,20,35.0,18.690660656002596
CUST000079,,,,,,,0,0,1,,43,179789.92999999996,4181.161162790697,11948.94,22.53,0,0,42,8,5,32,20,82.49999995751091,49.912754024585325
CUST000080,,,,,,,0,0,0,,42,189661.54,4515.750952380952,11339.59,14.28,0,0,41,6,7,20,20,74.99999994569009,39.63333019489494
CUST000081,,,,,,,0,0,1,,38,168900.74999999997,4444.756578947367,11278.65,34.04,0,0,37,6,4,30,20,42.5,30.572402468158703
CUST000082,,,,,,,0,0,0,,36,145452.06000000003,4040.335000000001,10133.84,14.72,0,0,36,3,5,20,20,74.9999999768263,41.56934600613973
CUST000083,,,,,,,0,0,0,,47,158016.3,3362.0489361702125,11709.98,45.53,0,0,46,8,9,13,20,35.0,18.246617734371014
CUST000084,,,,,,,0,0,0,,41,163413.86999999997,3985.7041463414625,10853.78,10.93,0,0,41,7,6,11,20,35.0,18.567073170731707
CUST000085,,,,,,,0,0,0,,42,398260.49,9482.39261904762,29631.58,22.51,0,0,42,6,9,19,20,35.0,22.70833407195826
CUST000086,,,,,,,0,0,0,,45,403059.5,8956.877777777778,29772.96,27.94,0,0,45,8,10,19,20,35.0,22.244448588602598
CUST000087,,,,,,,0,0,0,,43,395933.85,9207.763953488371,28644.43,27.7,0,0,43,3,9,19,20,35.0,21.653646200803387
CUST000088,,,,,,,0,0,0,,36,442597.0299999999,12294.361944444441,29736.52,41.34,0,0,36,4,8,21,20,35.0,25.1805555637786
CUST000089,,,,,,,0,0,0,,39,414279.78,10622.558461538461,29303.57,59.63,0,0,39,7,10,19,20,35.0,23.01992169892062
CUST000090,,,,,,,0,0,0,,50,406280.49,8125.6098,29779.45,28.56,0,0,49,8,9,19,20,35.0,20.65012694282828
CUST000091,,,,,,,0,0,0,,47,380156.3300000001,8088.432553191491,29806.69,29.09,0,0,47,7,11,19,20,35.0,21.446809086892895
CUST000092,,,,,,,0,0,0,,39,445873.3500000001,11432.650000000003,29968.16,57.26,0,0,39,9,7,20,20,35.0,23.96172567949119
CUST000093,,,,,,,0,0,0,,38,426823.36,11232.193684210526,29048.43,56.49,0,0,38,3,9,19,20,35.0,23.383939253037394
CUST000094,,,,,,,0,0,0,,36,383758.12,10659.947777777777,27575.79,28.27,0,0,36,5,5,19,20,35.0,23.57638906207289
CUST000095,,,,,,,0,0,0,,52,392716.4100000001,7552.238653846156,29785.0,18.43,0,0,52,8,7,20,20,35.0,20.645855549702503
CUST000096,,,,,,,0,0,0,,50,379693.9,7593.878000000001,29965.37,67.32,0,0,50,8,12,19,20,35.0,20.8384373590893
CUST000097,,,,,,,0,0,1,,43,436362.83,10147.972790697675,29996.67,24.86,0,0,43,6,9,33,20,42.5,32.69186550801432
CUST000098,,,,,,,0,0,0,,45,366619.81999999995,8147.10711111111,29846.08,29.77,0,0,45,7,8,19,20,35.0,21.233333461482257
CUST000099,,,,,,,0,0,0,,39,420325.43999999994,10777.575384615384,29728.94,25.6,0,0,39,2,8,19,20,35.0,18.66679052109981
CUST000100,,,,,,,0,0,0,,45,418778.93,9306.198444444444,29232.88,49.54,0,0,45,8,9,19,20,35.0,21.50555734849829
CUST000101,,,,,,,0,0,0,,40,367732.15,9193.303750000001,29417.67,24.69,0,0,40,5,8,19,20,35.0,22.972169379789175
CUST000102,,,,,,,0,0,0,,41,434594.32,10599.861463414634,29983.94,11.53,0,0,41,4,9,20,20,35.0,22.71169688948792
CUST000103,,,,,,,0,0,0,,44,442995.73,10068.084772727272,29129.68,25.73,0,0,44,8,9,19,20,35.0,22.123784751311526
CUST000104,,,,,,,0,0,0,,44,426367.44999999995,9690.169318181817,28955.63,19.36,0,0,44,6,10,19,20,35.0,21.954546274892976
CUST000105,,,,,,,0,0,0,,45,425901.3499999999,9464.474444444442,28952.25,35.39,0,0,42,4,10,19,20,35.0,21.38913963171846
CUST000106,,,,,,,0,0,0,,51,413131.38,8100.615294117647,29027.25,14.42,0,0,51,9,11,19,20,35.0,20.60061882070094
CUST000107,,,,,,,0,0,0,,49,408936.57,8345.644285714287,29010.75,36.91,0,0,48,4,9,19,20,35.0,20.607214360358515
CUST000108,,,,,,,0,0,0,,47,429973.9099999999,9148.381063829785,29408.65,26.22,0,0,46,4,9,20,20,35.0,21.11171517554214
CUST000109,,,,,,,0,0,0,,40,403431.06,10085.7765,27056.53,17.77,0,0,39,4,8,19,20,35.0,22.968791477621842
CUST000110,,,,,,,0,0,0,,45,152605.61999999997,3391.2359999999994,17158.66,48.09,0,0,45,5,6,7,20,35.0,15.947678763358105
CUST000111,,,,,,,0,0,0,,54,135974.91,2518.053888888889,10008.24,43.31,0,0,54,8,7,4,20,35.0,14.162130367316081
CUST000112,,,,,,,0,0,0,,41,125286.31999999999,3055.763902439024,9167.09,36.33,0,0,41,7,4,9,20,35.0,17.329274851540447
CUST000113,,,,,,,0,0,0,,35,108181.0,3090.885714285714,9301.02,21.79,0,0,35,6,2,2,20,35.0,14.901079388382978
CUST000114,,,,,,,0,0,0,,39,131124.36,3362.1630769230765,9390.13,70.89,0,0,39,6,4,8,20,35.0,16.692491308099804
CUST000115,,,,,,,0,0,0,,46,136876.12,2975.5678260869563,8850.56,45.62,0,0,46,6,8,9,20,35.0,16.778472980664766
CUST000116,,,,,,,0,0,0,,40,114731.96,2868.299,9790.43,11.28,0,0,40,6,7,9,20,35.0,17.17385208984151
CUST000117,,,,,,,0,0,0,,38,129904.92000000003,3418.55052631579,9773.82,94.8,0,0,38,5,5,8,20,35.0,17.03964559223191
CUST000118,,,,,,,0,0,0,,40,148824.24,3720.6059999999998,9989.58,24.98,0,0,39,6,5,8,20,35.0,17.456284514024947
CUST000119,,,,,,,0,0,0,,44,144273.12,3278.9345454545455,9798.7,36.26,0,0,42,6,6,11,20,35.0,17.659238390465276
CUST000120,,,,,,,0,0,0,,38,146811.1,3863.4500000000003,9907.41,60.37,0,0,37,5,5,11,20,35.0,18.881663931901475
CUST000121,,,,,,,0,0,0,,37,112657.90000000001,3044.808108108108,8804.62,42.37,0,0,37,4,5,8,20,33.25,16.757784981477947
CUST000122,,,,,,,0,0,0,,42,131271.82,3125.519523809524,9940.47,41.55,0,0,42,5,5,11,20,35.0,17.711693176521543
CUST000123,,,,,,,0,0,0,,41,116222.92,2834.7053658536583,8220.0,30.07,0,0,41,6,7,7,20,35.0,16.449314821650642
CUST000124,,,,,,,0,0,0,,46,147932.05,3215.9141304347822,16143.81,15.1,0,0,44,6,4,10,20,35.0,17.343483969984852
CUST000125,,,,,,,0,0,0,,49,169166.90999999997,3452.385918367346,9501.94,27.09,0,0,49,9,9,14,20,35.0,18.97369653492614
CUST000126,,,,,,,0,0,0,,44,142409.87999999998,3236.588181818181,9390.63,24.45,0,0,44,6,7,20,20,74.99999993312002,35.24410751359749
CUST000127,,,,,,,0,0,0,,42,131266.55,3125.3940476190473,9901.43,33.83,0,0,42,6,6,10,20,35.0,17.000944400765984
CUST000128,,,,,,,0,0,0,,46,152620.46999999997,3317.8363043478253,9994.52,26.28,0,0,46,7,7,20,20,74.99999998808914,35.58439503492815
CUST000129,,,,,,,0,0,0,,39,143442.29,3678.007435897436,9835.53,41.29,0,0,39,6,7,11,20,35.0,18.49119637982477
CUST000130,,,,,,,0,0,0,,51,149564.96000000002,2932.6462745098042,9526.45,9.05,0,0,50,6,7,5,20,35.0,15.200987236171196
CUST000131,,,,,,,0,0,0,,45,129799.97000000002,2884.443777777778,9443.36,64.24,0,0,44,6,7,11,20,35.0,17.11119727042094
CUST000132,,,,,,,0,0,0,,38,132115.66999999998,3476.7281578947363,8673.66,30.67,0,0,38,5,5,7,20,35.0,16.44116875318473
CUST000133,,,,,,,0,0,0,,45,137094.18,3046.537333333333,9682.01,56.87,0,0,45,7,5,7,20,35.0,15.345140323010947
CUST000134,,,,,,,0,0,0,,46,133752.76000000004,2907.668695652175,9994.41,30.72,0,0,46,4,6,8,20,35.0,15.560940373937505
CUST000135,,,,,,,0,0,0,,40,210221.81,5255.54525,14962.66,21.64,0,0,40,5,5,21,20,74.99999904349431,39.394280933384735
CUST000136,,,,,,,0,0,0,,37,172413.64,4659.828108108109,14484.41,36.43,0,0,37,7,3,6,20,35.0,16.6499079863309
CUST000137,,,,,,,0,0,0,,44,213219.91999999995,4845.907272727271,14229.48,21.46,0,0,44,7,7,14,20,35.0,19.090972979539337
CUST000138,,,,,,,0,0,0,,37,194374.25999999998,5253.358378378378,14729.27,19.24,0,0,37,5,6,16,20,35.0,21.48389344879439
CUST000139,,,,,,,0,0,0,,48,204690.34000000003,4264.382083333334,14998.91,10.7,0,0,48,9,6,15,20,49.0135925671853,19.251068999681415
CUST000140,,,,,,,0,0,0,,40,160813.72,4020.343,13755.65,32.66,0,0,39,6,5,12,20,35.0,18.288204941938478
CUST000141,,,,,,,0,0,0,,41,191360.43,4667.327560975609,14911.4,62.8,0,0,41,7,6,9,20,35.0,17.2076671410197
CUST000142,,,,,,,0,0,0,,41,171240.05,4176.586585365853,14745.1,36.63,0,0,41,3,3,8,20,35.0,16.817452629951227
CUST000143,,,,,,,0,0,0,,45,193427.20999999996,4298.3824444444435,13504.13,21.42,0,0,45,6,7,17,20,35.0,20.06869016227355
CUST000144,,,,,,,0,0,0,,39,151660.09,3888.7202564102563,14859.41,17.8,0,0,39,6,5,6,20,47.76731840851923,16.302344339493672
CUST000145,,,,,,,0,0,0,,45,170218.11999999997,3782.624888888888,14210.75,58.0,0,0,45,6,9,8,20,35.0,16.411115565096782
CUST000146,,,,,,,0,0,0,,43,179728.68999999994,4179.736976744185,20661.74,22.54,0,0,43,5,4,10,20,35.0,17.41860849191538
CUST000147,,,,,,,0,0,0,,47,187861.41,3997.0512765957446,13706.29,31.33,0,0,47,9,8,13,20,35.0,19.221605700966304
CUST000148,,,,,,,0,0,0,,42,178762.26000000004,4256.244285714287,14786.93,17.96,0,0,42,4,5,10,20,35.0,17.665354518725316
CUST000149,,,,,,,0,0,0,,43,170079.35999999996,3955.333953488371,14450.63,43.12,0,0,42,5,4,8,20,35.0,16.319868131052406
CUST000150,,,,,,,0,0,0,,40,176747.78,4418.6945,14646.29,18.88,0,0,40,4,8,10,20,35.0,18.44777627485533
CUST000151,,,,,,,0,0,0,,57,179364.24000000002,3146.7410526315794,13456.03,30.43,0,0,57,7,8,11,20,33.25,16.631016463918144
CUST000152,,,,,,,0,0,0,,39,185319.85000000003,4751.791025641027,14964.14,30.31,0,0,39,6,3,20,20,74.9999999833972,38.191768708678545
CUST000153,,,,,,,0,0,0,,49,183173.12000000002,3738.226938775511,14830.64,13.31,0,0,49,9,10,11,20,33.25,17.0413261024627
CUST000154,,,,,,,0,0,0,,44,153032.77,3478.0175,13708.55,53.43,0,0,44,6,5,8,20,33.25,16.466260162222525
CUST000155,,,,,,,0,0,0,,41,185090.03999999998,4514.391219512195,14886.5,31.38,0,0,41,3,7,10,20,35.0,17.542750968950415
CUST000156,,,,,,,0,0,0,,53,183730.83000000002,3466.6194339622643,14148.26,40.78,0,0,53,5,6,11,20,35.0,16.8067576326008
CUST000157,,,,,,,0,0,0,,45,171683.93999999997,3815.198666666666,14931.49,35.78,0,0,44,10,4,21,20,74.99999991499287,35.999770038177125
CUST000158,,,,,,,0,0,0,,43,162891.45,3788.173255813954,14775.73,36.01,0,0,43,7,4,8,20,35.0,16.467268807897426
CUST000159,,,,,,,0,0,0,,42,179819.68000000002,4281.420952380953,14945.95,47.25,0,0,41,3,5,13,20,49.499954428996006,18.96082408688512
CUST000160,,,,,,,0,0,0,,32,20995.629999999997,656.1134374999999,4682.57,37.06,0,0,31,6,8,0,0,14.0,11.484375004968415
CUST000161,,,,,,,0,0,0,,16,8122.58,507.66125,1411.1,66.41,0,0,16,4,5,0,0,14.0,11.484375005334805
CUST000162,,,,,,,0,0,0,,24,26151.060000000005,1089.6275000000003,7300.87,27.85,0,0,24,6,8,0,0,19.25,12.468750465237955
CUST000163,,,,,,,0,0,0,,19,10915.650000000001,574.5078947368422,2429.44,39.72,0,0,19,3,5,0,0,12.25,11.328947826372243
CUST000164,,,,,,,0,0,0,,17,9246.18,543.8929411764706,1496.68,64.68,0,0,17,7,2,0,0,14.000003913195906,11.838235524305642
CUST000165,,,,,,,0,0,0,,29,18234.659999999996,628.7813793103447,3508.63,35.9,0,0,29,9,8,0,0,14.0,11.52586266649259
CUST000166,,,,,,,0,0,0,,24,13572.289999999999,565.5120833333333,2888.73,53.07,0,0,24,6,7,0,0,14.0,11.375000000279735
CUST000167,,,,,,,0,0,0,,28,18188.100000000002,649.575,2501.26,21.02,0,0,28,7,7,0,0,14.0,11.937500527482937
CUST000168,,,,,,,0,0,0,,31,23901.320000000003,771.0103225806453,4189.05,26.58,0,0,31,8,5,0,0,14.0,11.741935505968515
CUST000169,,,,,,,0,0,0,,28,23997.130000000005,857.0403571428573,4202.75,19.57,0,0,28,5,5,0,0,14.0,11.5002475625495
CUST000170,,,,,,,0,0,0,,24,11875.91,494.82958333333335,2034.67,20.94,0,0,24,6,6,0,0,14.00000000056571,11.593750019501483
CUST000171,,,,,,,0,0,0,,22,42894.45,1949.7477272727272,21527.75,43.09,0,0,22,7,7,0,0,24.5,12.886391072503352
CUST000172,,,,,,,0,0,0,,33,19389.14,587.5496969696969,2058.71,25.11,0,0,33,9,8,0,0,14.000000001901972,11.7727287323885
CUST000173,,,,,,,0,0,0,,25,18413.219999999998,736.5287999999999,2047.26,11.45,0,0,25,6,9,0,0,14.00000004885498,11.830005157467491
CUST000174,,,,,,,0,0,0,,18,11700.17,650.0094444444444,4057.29,29.51,0,0,18,4,5,0,0,14.0,11.569444591541396
CUST000175,,,,,,,0,0,0,,32,26352.21,823.5065625,6371.21,23.36,0,0,32,4,8,0,0,21.0,11.75806643869897
CUST000176,,,,,,,0,0,0,,24,16103.380000000001,670.9741666666667,3581.4,12.13,0,0,24,6,4,0,0,14.0,11.520833336668359
CUST000177,,,,,,,0,0,0,,16,6093.15,380.821875,1261.73,28.86,0,0,16,4,4,0,0,12.25000023036794,11.593750023465148
CUST000178,,,,,,,0,0,0,,27,19857.66,735.4688888888888,3576.86,21.78,0,0,27,8,3,0,0,14.0,11.47222223495547
CUST000179,,,,,,,0,0,0,,10,10899.119999999999,1089.9119999999998,3890.28,146.15,0,0,10,4,5,0,0,14.0,12.075001052056118
CUST000180,,,,,,,0,0,0,,19,9317.980000000001,490.4200000000001,2089.39,27.86,0,0,19,6,5,0,0,14.0,12.065789513906479
CUST000181,,,,,,,0,0,0,,19,15277.22,804.0642105263157,3980.64,16.8,0,0,19,5,5,0,0,14.0,11.328947952844723
CUST000182,,,,,,,0,0,0,,23,6999.02,304.3052173913044,1394.44,31.62,0,0,23,10,5,0,0,14.0,12.02173915126445
CUST000183,,,,,,,0,0,0,,17,14050.8,826.5176470588235,5779.9,44.2,0,0,17,5,6,0,0,17.5,12.04411764724918
CUST000184,,,,,,,0,0,0,,16,6737.08,421.0675,2156.18,43.6,0,0,16,5,7,0,0,14.0,11.8125000000002
CUST000185,,,,,,,0,0,0,,24,23455.79,977.3245833333334,6275.87,29.5,0,0,24,6,6,0,0,17.50000000648699,11.666676189234456
CUST000186,,,,,,,0,0,0,,25,15043.269999999999,601.7307999999999,3249.81,11.3,0,0,25,4,5,0,0,14.0,11.410000005183912
CUST000187,,,,,,,0,0,0,,23,14645.000000000002,636.7391304347827,5787.51,39.37,0,0,23,9,7,0,0,17.5,12.09782608796539
CUST000188,,,,,,,0,0,0,,24,19577.96,815.7483333333333,6011.94,22.18,0,0,24,7,6,0,0,22.75,12.104166667903725
CUST000189,,,,,,,0,0,0,,30,21425.85,714.1949999999999,3053.73,15.63,0,0,30,7,8,0,0,14.0,11.433333474440872
CUST000190,,,,,,,0,0,0,,14,10974.890000000003,783.9207142857146,2895.72,36.67,0,0,14,7,3,0,0,12.250000562200036,11.750000041396257
CUST000191,,,,,,,0,0,0,,33,22497.079999999998,681.7296969696969,3103.61,56.49,0,0,33,11,7,0,0,14.0,11.719697496876568
CUST000192,,,,,,,0,0,0,,19,19925.96,1048.7347368421051,6792.66,19.98,0,0,19,4,5,0,0,17.5,11.881578951891
