customer_id,transaction_count,total_volume_usd,average_transaction_usd,maximum_transaction_usd,alert_count,maximum_risk_score,average_risk_score,alert_rate
CUST000171,22,42894.45,1949.7477272727272,21527.75,0,24.5,12.88639107250335,0.0
CUST000172,33,19389.14,587.5496969696969,2058.71,0,14.000000001901972,11.7727287323885,0.0
CUST000173,25,18413.22,736.5288,2047.26,0,14.00000004885498,11.830005157467491,0.0
CUST000174,18,11700.17,650.0094444444444,4057.29,0,14.0,11.569444591541396,0.0
CUST000175,32,26352.21,823.5065625,6371.21,0,21.0,11.75806643869897,0.0
CUST000176,24,16103.380000000001,670.9741666666667,3581.4,0,14.0,11.520833336668359,0.0
CUST000177,16,6093.15,380.821875,1261.73,0,12.25000023036794,11.593750023465146,0.0
CUST000178,27,19857.66,735.4688888888888,3576.86,0,14.0,11.47222223495547,0.0
CUST000179,10,10899.12,1089.912,3890.28,0,14.0,12.075001052056118,0.0
CUST000180,19,9317.98,490.41999999999996,2089.39,0,14.0,12.065789513906479,0.0
CUST000181,19,15277.22,804.0642105263157,3980.64,0,14.0,11.328947952844722,0.0
CUST000182,23,6999.02,304.3052173913044,1394.44,0,14.0,12.02173915126445,0.0
CUST000183,17,14050.8,826.5176470588235,5779.9,0,17.5,12.04411764724918,0.0
CUST000184,16,6737.08,421.0675,2156.18,0,14.0,11.8125000000002,0.0
CUST000185,24,23455.79,977.3245833333334,6275.87,0,17.50000000648699,11.666676189234456,0.0
CUST000186,25,15043.27,601.7308,3249.81,0,14.0,11.410000005183912,0.0
CUST000187,23,14645.0,636.7391304347826,5787.51,0,17.5,12.09782608796539,0.0
CUST000188,24,19577.96,815.7483333333333,6011.94,0,22.75,12.104166667903725,0.0
CUST000189,30,21425.85,714.1949999999999,3053.73,0,14.0,11.433333474440873,0.0
CUST000190,14,10974.89,783.9207142857142,2895.72,0,12.250000562200036,11.750000041396257,0.0
CUST000191,33,22497.08,681.729696969697,3103.61,0,14.0,11.719697496876567,0.0
CUST000192,19,19925.96,1048.7347368421051,6792.66,0,17.5,11.881578951891003,0.0
CUST000193,26,20621.059999999998,793.1176923076922,3714.47,17,26.75000004606901,24.663461677810442,0.6538461538461539
CUST000194,19,19721.350000000002,1037.9657894736843,4799.01,0,14.0,11.881578947455221,0.0
CUST000195,29,31627.66,1090.6089655172414,5033.55,0,19.250000732829637,11.948276206042786,0.0
CUST000196,28,22099.079999999998,789.2528571428571,3721.09,0,14.000000000014634,11.93750004694508,0.0
CUST000197,21,11712.05,557.7166666666666,4850.34,0,14.0,11.83333333705352,0.0
CUST000198,26,23692.63,911.255,5674.6,26,35.25,28.31730770240275,1.0
CUST000199,21,15207.33,724.1585714285715,6809.28,0,24.5,12.000000740936239,0.0
CUST000200,18,11018.73,612.1516666666666,2132.01,0,14.0,11.958333592689021,0.0
CUST000201,31,34006.74,1096.9916129032258,6892.99,0,17.5,11.854839170578806,0.0
CUST000202,22,16609.75,754.9886363636364,4812.63,0,14.0000000005576,12.250000041890305,0.0
CUST000203,16,13530.28,845.6425,4691.59,0,12.25,11.375000000507763,0.0
CUST000204,25,16852.78,674.1111999999999,2196.04,0,14.0,11.55000027262961,0.0
CUST000205,25,28345.09,1133.8036,6356.2,0,19.25,11.970000000943724,0.0
CUST000206,23,17776.32,772.8834782608695,3270.94,0,14.000000000034618,11.79347860569877,0.0
CUST000207,24,22736.59,947.3579166666667,3006.48,0,14.0,11.666691971463338,0.0
CUST000208,21,17390.98,828.1419047619047,4443.13,0,14.000000000004764,11.916778534753657,0.0
CUST000209,24,19021.13,792.5470833333334,7956.46,0,19.25,11.958333334793885,0.0
CUST000210,20,8297.04,414.85200000000003,1033.04,0,12.250000006303932,11.550000021597421,0.0
CUST000211,24,13676.94,569.8725000000001,5552.23,24,35.25000000000079,27.812500006173064,1.0
CUST000212,30,44093.5,1469.7833333333333,14720.86,0,17.5,12.133333567837688,0.0
CUST000213,21,15842.65,754.4119047619048,4119.29,0,14.0,11.666666668113123,0.0
CUST000214,32,25245.989999999998,788.9371874999999,5045.55,0,19.25,11.70312529170708,0.0
CUST000215,28,19836.36,708.4414285714286,4135.23,0,14.00000000100848,11.750000582580189,0.0
CUST000216,24,15405.99,641.91625,2607.49,0,14.0,11.666670975061189,0.0
CUST000217,31,12658.91,408.351935483871,2442.0,0,12.25002044781263,11.629052058935885,0.0
CUST000218,35,23929.69,683.7054285714286,3910.9,0,14.0,11.600000003335518,0.0
CUST000219,25,12532.26,501.29040000000003,2079.93,0,14.000000000066976,11.550000000993437,0.0
CUST000220,20,14415.42,720.771,2088.43,0,14.0,11.637500118189557,0.0
CUST000221,20,11766.96,588.348,3762.03,0,12.250000368786653,11.112505646196638,0.0
CUST000222,29,16233.44,559.7737931034483,2226.1,0,14.000000005601049,12.068965923794856,0.0
CUST000223,27,14775.460000000001,547.2392592592593,2393.56,0,14.0,11.537037136095234,0.0
CUST000224,29,20317.49,700.6031034482759,3289.6,0,12.250002234386317,11.525866666031247,0.0
CUST000225,27,15389.86,569.9948148148148,2337.98,0,14.0,11.601851856135832,0.0
CUST000226,28,22038.940000000002,787.1050000000001,5976.92,0,17.5,11.937500101028617,0.0
CUST000227,23,18209.88,791.7339130434783,4024.44,0,14.000000000085311,11.945652173928554,0.0
CUST000228,19,9246.210000000001,486.64263157894743,2123.6,0,14.0,11.697368421067152,0.0
CUST000229,26,20843.39,801.6688461538462,9827.85,0,24.5,12.182692341824751,0.0
CUST000230,29,20597.09,710.2444827586207,5082.43,0,19.25,12.310350654099526,0.0
CUST000231,31,14173.2,457.20000000000005,2272.97,0,14.0,11.45967741935944,0.0
CUST000232,22,17726.4,805.7454545454547,4271.11,0,14.0,11.375000000212127,0.0
CUST000233,30,18862.08,628.7360000000001,2316.59,0,14.000000018080216,11.90000009685405,0.0
CUST000234,30,19433.72,647.7906666666667,2845.77,0,14.0000000217941,11.550000004341939,0.0
CUST000235,19,19776.22,1040.8536842105264,5316.72,0,22.75,12.434210528846206,0.0
CUST000236,28,29979.26,1070.6878571428572,10175.99,0,17.50000002680515,11.81250071382656,0.0
CUST000237,23,41332.38,1797.06,21507.53,0,21.0,12.097826304203789,0.0
CUST000238,28,25292.7,903.3107142857143,8438.93,1,28.0,12.375000176559016,0.03571428571428571
CUST000239,20,24356.98,1217.849,9243.11,0,22.75,12.337500131133481,0.0
CUST000240,19,17333.23,912.2752631578948,5245.69,0,19.25000000031443,12.250000020601172,0.0
CUST000241,15,10220.119999999999,681.3413333333333,2864.39,0,14.0,11.200008267977559,0.0
CUST000242,22,9329.64,424.07454545454544,1982.74,0,12.250000002035446,11.215909111006342,0.0
CUST000243,21,9748.89,464.23285714285714,2096.38,0,14.0,11.750000000154786,0.0
CUST000244,29,34012.2,1172.8344827586207,13393.22,0,19.25,12.068966893502509,0.0
CUST000245,30,16075.75,535.8583333333333,2907.27,0,14.0,11.841666792234552,0.0
CUST000246,23,19740.02,858.2617391304348,8290.76,0,22.75,11.8695687821864,0.0
CUST000247,18,12701.689999999999,705.6494444444444,2641.17,18,30.0,28.3472222222261,1.0
CUST000248,22,23698.77,1077.216818181818,7226.3,0,19.25,12.011363661224065,0.0
CUST000249,18,22536.41,1252.0227777777777,7992.17,0,19.25,11.958333334800836,0.0
CUST000250,22,35108.04,1595.82,15170.32,0,19.25,12.409091370983555,0.0
CUST000251,23,30793.23,1338.8360869565217,10194.98,1,29.75,13.239130487486658,0.043478260869565216
CUST000252,19,26393.13,1389.112105263158,8931.93,0,22.75,12.52631578951443,0.0
CUST000253,28,21895.98,781.9992857142857,6311.08,0,19.25,11.937504895554186,0.0
CUST000254,24,23868.65,994.5270833333334,3813.83,0,14.0,11.73958333410954,0.0
CUST000255,16,19526.82,1220.42625,6620.64,0,17.50000101415444,12.46875006339821,0.0
CUST000256,24,11194.26,466.4275,1384.63,0,14.0,11.229166980036467,0.0
CUST000257,22,24054.32,1093.3781818181817,9399.62,22,40.5,28.40909090946774,1.0
CUST000258,25,30162.77,1206.5108,11879.89,0,17.500000949352756,11.480000534118053,0.0
CUST000259,25,9722.800000000001,388.91200000000003,2443.52,0,14.0,11.480000024509474,0.0
CUST000260,29,19483.48,671.8441379310344,5873.48,0,17.5,12.310344971831322,0.0
CUST000261,24,17278.36,719.9316666666667,8269.25,0,22.75,12.395833618925968,0.0
CUST000262,19,16838.08,886.2147368421054,3622.24,0,5.250017118167351,4.052632494666789,0.0
CUST000263,25,11025.38,441.0152,1154.93,0,14.0,11.830000073925651,0.0
CUST000264,28,20666.32,738.0828571428572,2320.44,0,14.0,11.625000157148284,0.0
CUST000265,18,19448.1,1080.4499999999998,7248.17,0,19.25,11.861111140577602,0.0
CUST000266,27,21428.77,793.6581481481481,4282.98,0,14.0,11.666666769306199,0.0
CUST000267,15,10704.77,713.6513333333334,2720.66,0,14.00000053187367,11.43333783456898,0.0
CUST000268,18,12640.5,702.25,2954.52,0,14.0,11.569445553587066,0.0
CUST000269,31,19787.02,638.2909677419354,2696.95,0,14.000009108606978,11.854839003824843,0.0
CUST000270,24,17402.9,725.1208333333334,8733.2,0,22.75,12.031250002373215,0.0
CUST000271,15,8694.69,579.6460000000001,2913.56,0,14.00000000013589,11.666666667518395,0.0
CUST000272,27,19732.46,730.8318518518519,2196.61,0,14.000000028074602,11.666666668063105,0.0
CUST000273,27,12247.869999999999,453.6248148148148,3422.23,0,14.0,12.185185276933439,0.0
CUST000274,34,17187.3,505.50882352941176,3071.96,0,14.000000251870198,11.7353007917138,0.0
CUST000275,23,13035.82,566.7747826086957,2249.77,0,14.0,11.717392493240862,0.0
CUST000276,23,14623.81,635.8178260869565,3443.13,0,14.0,12.021739135486012,0.0
CUST000277,18,7285.360000000001,404.74222222222227,2248.07,0,14.000000003341892,11.861111180375245,0.0
CUST000278,22,12365.01,562.045909090909,2683.72,0,14.0,11.61364088658033,0.0
CUST000279,21,13065.84,622.1828571428572,2850.24,0,14.000000008323186,11.333333372806095,0.0
CUST000280,25,37278.549999999996,1491.1419999999998,15533.55,0,24.500000544499976,12.670003005799607,0.0
CUST000281,26,21380.18,822.3146153846154,2952.88,0,14.000000009133926,11.17307692342828,0.0
CUST000282,27,23965.84,887.6237037037037,13181.11,0,24.5,12.185185365472996,0.0
CUST000283,34,17330.52,509.72117647058826,3459.5,0,12.250000020241488,11.683823530509448,0.0
CUST000284,17,18365.64,1080.3317647058823,7546.87,0,19.25,12.662013870062543,0.0
CUST000285,24,17750.16,739.59,3659.53,0,14.0,11.958338406981191,0.0
CUST000286,18,18682.28,1037.9044444444444,6455.59,0,19.25,12.152778607425219,0.0
CUST000287,15,11122.32,741.4879999999999,2543.97,0,12.250000017847826,11.783333335907738,0.0
CUST000288,31,33930.75,1094.5403225806451,10956.58,0,19.25,12.02420370859542,0.0
CUST000289,22,18015.14,818.87,4167.84,0,12.25000136908675,11.613636427496827,0.0
CUST000290,15,4716.0599999999995,314.40399999999994,2047.6,0,14.000000000159863,12.133333333343991,0.0
CUST000291,20,9713.83,485.6915,2168.26,0,14.0,12.075000001635368,0.0
CUST000292,27,18214.28,674.6029629629629,5079.49,0,19.25,12.12037042500618,0.0
CUST000293,29,24315.89,838.4789655172414,7648.02,0,24.50031807762481,11.827597184044297,0.0
CUST000294,17,8001.82,470.69529411764705,2432.04,0,12.25,11.323529413030972,0.0
