case_id,customer_id,case_priority,case_risk_level,risk_score,primary_alert_type,red_flag_count,transaction_count,total_transaction_volume_usd,narrative_quality_score,sar_narrative_draft,human_review_required,automatic_sar_filing
AML-CUST000012,CUST000012,P3,MEDIUM,35.0,STRUCTURING,4,46,197902.13,100.0,"Case AML-CUST000012 was reviewed for potential suspicious financial activity involving Customer CUST000012 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-26 through 2025-12-21, the customer conducted 46 reviewed transactions totaling $197,902.13. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, ACH, WIRE, CASH_WITHDRAWAL, INTERNATIONAL_WIRE, P2P_TRANSFER, ATM, CASH_DEPOSIT. Channels observed included Online Banking, ATM, Mobile App, Branch. Observed origin countries included United States, Nigeria, Mexico, United Kingdom, Canada, Hong Kong, Germany. Observed destination countries included United States, Nigeria, Turkey, Mexico, India, United Kingdom. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00042945 for $118.66 on 2025-01-26 09:11:00; transaction TXN00052420 for $206.14 on 2025-02-07 22:09:00; transaction TXN00020682 for $229.61 on 2025-03-03 14:42:00; transaction TXN00108312 for $18.27 on 2025-03-13 03:53:00; transaction TXN00105172 for $717.06 on 2025-03-30 04:20:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000013,CUST000013,P3,MEDIUM,35.0,STRUCTURING,4,47,202374.71,100.0,"Case AML-CUST000013 was reviewed for potential suspicious financial activity involving Customer CUST000013 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-06 through 2025-12-04, the customer conducted 47 reviewed transactions totaling $202,374.71. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_DEPOSIT, CARD_PAYMENT, WIRE, ACH, INTERNATIONAL_WIRE, P2P_TRANSFER. Channels observed included Mobile App, Online Banking, Branch, ATM, Phone. Observed origin countries included United States, Canada, Nigeria, Turkey. Observed destination countries included United States, Hong Kong, Canada, UAE, Singapore, India. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00118301 for $243.78 on 2025-01-06 09:04:00; transaction TXN00048888 for $193.45 on 2025-02-05 13:22:00; transaction TXN00062303 for $2,430.25 on 2025-03-18 02:18:00; transaction TXN00017333 for $1,141.93 on 2025-03-27 20:12:00; transaction TXN00029852 for $76.62 on 2025-04-16 01:03:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000014,CUST000014,P3,MEDIUM,35.0,STRUCTURING,4,46,204049.31,100.0,"Case AML-CUST000014 was reviewed for potential suspicious financial activity involving Customer CUST000014 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-05 through 2025-12-21, the customer conducted 46 reviewed transactions totaling $204,049.31. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_DEPOSIT, INTERNATIONAL_WIRE, ACH, WIRE, P2P_TRANSFER, CARD_PAYMENT, CASH_WITHDRAWAL, ATM. Channels observed included Mobile App, Branch, Phone, Online Banking, ATM. Observed origin countries included United States, India, United Kingdom, Brazil, Hong Kong, Canada. Observed destination countries included Germany, United States, Brazil, Canada, Hong Kong, India, Nigeria, Singapore, Turkey, UAE. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00080617 for $13.38 on 2025-01-05 13:25:00; transaction TXN00021410 for $373.22 on 2025-01-19 22:25:00; transaction TXN00029359 for $238.16 on 2025-01-25 04:06:00; transaction TXN00116449 for $100.21 on 2025-02-07 23:45:00; transaction TXN00041663 for $610.85 on 2025-02-09 16:45:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000015,CUST000015,P3,MEDIUM,35.0,STRUCTURING,4,44,204191.11,100.0,"Case AML-CUST000015 was reviewed for potential suspicious financial activity involving Customer CUST000015 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-22 through 2025-12-28, the customer conducted 44 reviewed transactions totaling $204,191.11. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, ACH, WIRE, INTERNATIONAL_WIRE, CASH_WITHDRAWAL, CARD_PAYMENT, CASH_DEPOSIT, ATM. Channels observed included Mobile App, ATM, Online Banking, Branch. Observed origin countries included United States, United Kingdom, Nigeria, Brazil, Singapore. Observed destination countries included United States, United Kingdom, India, Germany, Hong Kong, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00015711 for $227.46 on 2025-01-22 21:53:00; transaction TXN00051178 for $59.03 on 2025-02-03 08:16:00; transaction TXN00061943 for $1,295.03 on 2025-02-16 20:55:00; transaction TXN00010338 for $315.31 on 2025-02-28 21:41:00; transaction TXN00002302 for $439.85 on 2025-03-09 21:28:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000016,CUST000016,P3,MEDIUM,35.0,STRUCTURING,4,44,204177.06,100.0,"Case AML-CUST000016 was reviewed for potential suspicious financial activity involving Customer CUST000016 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-06 through 2025-12-29, the customer conducted 44 reviewed transactions totaling $204,177.06. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included INTERNATIONAL_WIRE, P2P_TRANSFER, CARD_PAYMENT, WIRE, ATM, CASH_DEPOSIT, ACH, CASH_WITHDRAWAL. Channels observed included Mobile App, Online Banking, Branch, ATM. Observed origin countries included United States, Germany, UAE, Mexico, United Kingdom, Singapore. Observed destination countries included United States, UAE, Canada. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00092761 for $200.40 on 2025-01-06 15:57:00; transaction TXN00018345 for $58.70 on 2025-01-09 11:28:00; transaction TXN00114130 for $822.02 on 2025-02-14 16:18:00; transaction TXN00081475 for $102.43 on 2025-02-27 19:55:00; transaction TXN00033956 for $783.68 on 2025-03-14 19:49:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000017,CUST000017,P3,MEDIUM,35.0,STRUCTURING,4,42,198669.76,100.0,"Case AML-CUST000017 was reviewed for potential suspicious financial activity involving Customer CUST000017 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-04 through 2025-12-24, the customer conducted 42 reviewed transactions totaling $198,669.76. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, INTERNATIONAL_WIRE, ACH, CASH_DEPOSIT, P2P_TRANSFER, ATM. Channels observed included ATM, Mobile App, Online Banking, Branch, Phone. Observed origin countries included United States, Germany, India, United Kingdom. Observed destination countries included United States, Nigeria. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00081039 for $254.34 on 2025-01-04 04:23:00; transaction TXN00003610 for $61.58 on 2025-01-21 11:50:00; transaction TXN00114702 for $314.40 on 2025-03-01 08:54:00; transaction TXN00115665 for $1,717.55 on 2025-03-19 13:55:00; transaction TXN00098578 for $2,409.86 on 2025-04-03 10:18:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000018,CUST000018,P3,MEDIUM,35.0,STRUCTURING,4,44,195249.06,100.0,"Case AML-CUST000018 was reviewed for potential suspicious financial activity involving Customer CUST000018 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-25 through 2025-12-25, the customer conducted 44 reviewed transactions totaling $195,249.06. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, INTERNATIONAL_WIRE, CASH_WITHDRAWAL, P2P_TRANSFER, CASH_DEPOSIT, WIRE, ACH, ATM. Channels observed included Phone, Online Banking, Branch, Mobile App. Observed origin countries included United States, India, Mexico, United Kingdom, Hong Kong, Brazil. Observed destination countries included United States, UAE, Canada, United Kingdom, Nigeria. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00003174 for $562.49 on 2025-01-25 13:41:00; transaction TXN00072311 for $361.59 on 2025-02-17 07:05:00; transaction TXN00092232 for $276.20 on 2025-02-22 18:34:00; transaction TXN00071065 for $348.95 on 2025-04-07 06:59:00; transaction TXN00097547 for $323.45 on 2025-04-07 09:46:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000019,CUST000019,P3,MEDIUM,35.0,STRUCTURING,4,41,196518.45,100.0,"Case AML-CUST000019 was reviewed for potential suspicious financial activity involving Customer CUST000019 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-26 through 2025-12-20, the customer conducted 41 reviewed transactions totaling $196,518.45. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, INTERNATIONAL_WIRE, P2P_TRANSFER, CASH_DEPOSIT, ATM, CASH_WITHDRAWAL, ACH. Channels observed included Online Banking, ATM, Mobile App, Phone. Observed origin countries included United States, Singapore, Germany, Hong Kong, Nigeria. Observed destination countries included United States, United Kingdom, Nigeria, Hong Kong, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00099117 for $667.73 on 2025-01-26 01:56:00; transaction TXN00109730 for $2,058.68 on 2025-02-27 15:40:00; transaction TXN00073101 for $123.65 on 2025-03-06 08:50:00; transaction TXN00030549 for $78.70 on 2025-04-12 16:53:00; transaction TXN00034066 for $43.45 on 2025-05-03 05:15:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000020,CUST000020,P3,MEDIUM,35.0,STRUCTURING,4,50,210948.75,100.0,"Case AML-CUST000020 was reviewed for potential suspicious financial activity involving Customer CUST000020 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-10 through 2025-12-27, the customer conducted 50 reviewed transactions totaling $210,948.75. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_WITHDRAWAL, CASH_DEPOSIT, ACH, CARD_PAYMENT, P2P_TRANSFER, ATM, WIRE. Channels observed included Online Banking, Mobile App, Branch, ATM, Phone. Observed origin countries included United States, India, Canada, Turkey, Nigeria, United Kingdom, Brazil, Hong Kong. Observed destination countries included United States, Canada, United Kingdom, Germany, Hong Kong. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00006113 for $114.25 on 2025-01-10 09:55:00; transaction TXN00106635 for $274.13 on 2025-01-29 22:56:00; transaction TXN00082441 for $206.03 on 2025-03-04 03:18:00; transaction TXN00062003 for $304.16 on 2025-03-13 15:21:00; transaction TXN00053770 for $133.31 on 2025-04-05 09:43:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000021,CUST000021,P3,MEDIUM,35.0,STRUCTURING,4,41,203418.94,100.0,"Case AML-CUST000021 was reviewed for potential suspicious financial activity involving Customer CUST000021 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-26 through 2025-12-19, the customer conducted 41 reviewed transactions totaling $203,418.94. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_WITHDRAWAL, INTERNATIONAL_WIRE, CARD_PAYMENT, WIRE, CASH_DEPOSIT, P2P_TRANSFER, ACH, ATM. Channels observed included Online Banking, ATM, Branch, Phone, Mobile App. Observed origin countries included United States, Singapore, Canada, United Kingdom, Turkey. Observed destination countries included United States, Mexico, Singapore, India, Germany. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00112654 for $1,703.17 on 2025-01-26 06:21:00; transaction TXN00053908 for $146.94 on 2025-01-31 20:18:00; transaction TXN00016961 for $219.33 on 2025-03-02 15:31:00; transaction TXN00023366 for $374.37 on 2025-03-13 01:00:00; transaction TXN00074770 for $797.23 on 2025-03-15 08:34:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000022,CUST000022,P3,MEDIUM,35.0,STRUCTURING,4,43,206438.08,100.0,"Case AML-CUST000022 was reviewed for potential suspicious financial activity involving Customer CUST000022 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-08 through 2025-11-04, the customer conducted 43 reviewed transactions totaling $206,438.08. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CASH_DEPOSIT, P2P_TRANSFER, ACH, CARD_PAYMENT, INTERNATIONAL_WIRE, WIRE, CASH_WITHDRAWAL. Channels observed included Mobile App, Online Banking, ATM. Observed origin countries included Canada, United States, India, Mexico, Brazil, Hong Kong, Singapore. Observed destination countries included Germany, United States, Nigeria, Turkey, India, Canada. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00099350 for $390.05 on 2025-01-08 14:53:00; transaction TXN00068631 for $116.90 on 2025-02-08 21:57:00; transaction TXN00085568 for $55.56 on 2025-02-10 04:02:00; transaction TXN00112648 for $258.08 on 2025-02-27 08:40:00; transaction TXN00033595 for $1,396.99 on 2025-03-07 23:33:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000023,CUST000023,P3,MEDIUM,35.0,STRUCTURING,4,50,206369.73,100.0,"Case AML-CUST000023 was reviewed for potential suspicious financial activity involving Customer CUST000023 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-09 through 2025-12-14, the customer conducted 50 reviewed transactions totaling $206,369.73. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included CARD_PAYMENT, INTERNATIONAL_WIRE, WIRE, ACH, ATM, CASH_WITHDRAWAL, P2P_TRANSFER, CASH_DEPOSIT. Channels observed included Online Banking, Branch, Mobile App, ATM, Phone. Observed origin countries included United States, Singapore, Brazil, Turkey, Canada. Observed destination countries included United States, Canada, Mexico, UAE, Germany, United Kingdom, India, Turkey. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00041138 for $801.82 on 2025-01-09 11:21:00; transaction TXN00057791 for $321.43 on 2025-01-31 01:30:00; transaction TXN00049432 for $647.04 on 2025-02-02 01:55:00; transaction TXN00032850 for $259.37 on 2025-02-15 13:48:00; transaction TXN00074108 for $70.73 on 2025-02-16 13:22:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000024,CUST000024,P3,MEDIUM,35.0,STRUCTURING,4,38,192871.37,100.0,"Case AML-CUST000024 was reviewed for potential suspicious financial activity involving Customer CUST000024 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-04 through 2025-12-16, the customer conducted 38 reviewed transactions totaling $192,871.37. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, ACH, CARD_PAYMENT, CASH_WITHDRAWAL, CASH_DEPOSIT, ATM. Channels observed included Online Banking, Branch, Mobile App, Phone, ATM. Observed origin countries included United States, Mexico, Canada, Turkey. Observed destination countries included United States, UAE, Canada, Hong Kong. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00023663 for $64.06 on 2025-01-04 11:25:00; transaction TXN00086585 for $280.70 on 2025-02-19 01:51:00; transaction TXN00020934 for $398.43 on 2025-02-19 19:37:00; transaction TXN00086089 for $857.36 on 2025-02-23 02:48:00; transaction TXN00084076 for $1,047.67 on 2025-04-07 03:31:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000025,CUST000025,P3,MEDIUM,35.0,STRUCTURING,4,45,198368.84,100.0,"Case AML-CUST000025 was reviewed for potential suspicious financial activity involving Customer CUST000025 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-10 through 2025-12-30, the customer conducted 45 reviewed transactions totaling $198,368.84. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included WIRE, ACH, ATM, INTERNATIONAL_WIRE, P2P_TRANSFER, CARD_PAYMENT, CASH_DEPOSIT, CASH_WITHDRAWAL. Channels observed included Branch, Mobile App, ATM, Online Banking. Observed origin countries included United States, Canada, Turkey, Mexico, Brazil. Observed destination countries included United States, Singapore, Germany, UAE, Turkey. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00092029 for $349.38 on 2025-01-10 18:43:00; transaction TXN00039173 for $569.24 on 2025-02-09 22:10:00; transaction TXN00100069 for $820.70 on 2025-02-12 16:27:00; transaction TXN00021516 for $1,377.67 on 2025-02-17 07:34:00; transaction TXN00077717 for $710.44 on 2025-03-16 07:50:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000026,CUST000026,P3,MEDIUM,35.0,STRUCTURING,4,40,191328.69,100.0,"Case AML-CUST000026 was reviewed for potential suspicious financial activity involving Customer CUST000026 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-01 through 2025-11-27, the customer conducted 40 reviewed transactions totaling $191,328.69. The activity generated an AML monitoring alert categorized as STRUCTURING. The alert was generated because High rule-engine risk. Transaction types observed included P2P_TRANSFER, INTERNATIONAL_WIRE, CARD_PAYMENT, ACH, WIRE, CASH_DEPOSIT, CASH_WITHDRAWAL, ATM. Channels observed included Online Banking, ATM, Phone, Mobile App, Branch. Observed origin countries included Germany, Mexico, Turkey, United States, United Kingdom, Canada. Observed destination countries included India, United States, UAE, Canada, Turkey, Hong Kong, Germany, Singapore. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Transaction activity is consistent with the synthetic mule-behavior scenario.; Customer interacted with multiple counterparties.; Multiple transactions observed in the synthetic structuring threshold range.. The combined AML risk score for the case was 35.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00067422 for $1,561.62 on 2025-01-01 17:24:00; transaction TXN00070286 for $339.65 on 2025-01-11 18:54:00; transaction TXN00043715 for $437.67 on 2025-02-18 10:17:00; transaction TXN00082728 for $106.30 on 2025-03-10 12:45:00; transaction TXN00090350 for $177.04 on 2025-03-15 23:49:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
